,team,opponent,W,L,GF,GA,SF,SA,PP%,PK%,FOW%,date,home_ind
320,CGY,FLA,1,0,6,0,36,15,0.0,100.0,53.7,2016-01-13,1
321,NSH,ANA,1,0,5,1,29,28,20.0,80.0,42.6,2015-10-22,1
322,PIT,OTT,1,0,6,5,44,23,40.0,100.0,41.9,2016-02-02,1
323,ANA,BOS,1,0,6,2,39,34,25.0,100.0,47.7,2016-01-26,0
324,ANA,STL,1,0,3,3,39,28,20.0,100.0,46.7,2016-01-08,1
325,LAK,TBL,1,0,3,1,28,25,0.0,100.0,51.6,2015-12-06,1
326,MIN,COL,1,0,6,3,30,33,0.0,66.7,54.3,2016-03-01,1
327,LAK,CBJ,1,0,3,2,41,23,0.0,50.0,45.5,2015-12-08,0
328,NYI,DET,1,0,4,1,32,29,20.0,100.0,64.0,2016-02-15,1
329,NSH,ANA,1,0,3,2,21,40,16.7,100.0,49.1,2015-11-17,1
330,STL,ANA,1,0,5,2,23,28,0.0,66.7,67.3,2016-03-11,1
331,NYI,VAN,1,0,3,2,24,33,0.0,50.0,56.1,2016-03-01,0
332,OTT,LAK,1,0,5,3,21,36,0.0,66.7,45.5,2015-12-14,1
333,LAK,MTL,1,0,3,2,31,15,0.0,100.0,42.0,2016-03-03,1
334,COL,STL,1,0,1,1,41,34,0.0,100.0,53.0,2016-01-22,1
335,ANA,BUF,1,0,1,0,29,26,33.3,100.0,59.0,2016-02-24,1
336,DAL,WPG,1,0,5,3,27,24,25.0,66.7,54.2,2016-02-02,0
337,EDM,VAN,1,0,2,1,24,34,50.0,100.0,32.6,2015-10-18,0
338,DET,MIN,1,0,3,2,29,22,50.0,100.0,58.5,2016-04-01,1
339,VAN,SJS,1,0,4,2,26,34,0.0,75.0,45.3,2016-03-31,0
340,EDM,VAN,1,0,2,0,25,40,0.0,100.0,55.6,2016-03-18,1
341,TOR,BOS,1,0,4,3,35,42,33.3,100.0,40.3,2016-02-02,0
342,WSH,NYR,1,0,7,3,30,36,66.7,80.0,46.2,2015-12-20,0
343,NSH,TBL,1,0,4,4,33,29,0.0,50.0,49.3,2015-10-20,1
344,PIT,BUF,1,0,4,4,46,30,0.0,33.3,56.8,2016-03-29,1
345,ARI,EDM,1,0,4,2,31,29,33.3,50.0,58.7,2016-03-22,1
346,MTL,NYI,1,0,4,2,27,23,60.0,100.0,49.2,2015-11-22,1
347,CHI,WSH,1,0,3,2,23,30,25.0,60.0,60.8,2016-02-28,1
348,PIT,PHI,1,0,4,3,45,32,50.0,50.0,53.3,2016-01-21,1
349,ARI,CGY,1,0,4,1,35,27,42.9,100.0,62.9,2016-02-12,1
350,COL,DAL,1,0,3,1,15,43,0.0,80.0,48.5,2016-01-23,0
351,PHI,BUF,1,0,5,1,28,42,0.0,100.0,51.1,2016-02-11,1
352,TOR,PHI,1,0,3,2,35,33,0.0,66.7,55.1,2016-01-19,0
353,BOS,FLA,1,0,3,1,30,32,66.7,83.3,54.0,2015-10-30,0
354,MTL,BUF,1,0,3,2,22,43,16.7,75.0,50.0,2016-03-16,0
355,ANA,ARI,1,0,5,1,21,28,42.9,83.3,50.9,2016-03-03,0
356,OTT,MIN,1,0,3,2,20,25,0.0,100.0,54.7,2016-03-15,1
357,WSH,TBL,1,0,4,2,37,34,75.0,100.0,55.4,2015-11-27,1
358,BUF,DET,1,0,2,1,30,33,0.0,100.0,53.6,2015-12-14,0
359,NYR,PHI,1,0,2,2,28,28,0.0,75.0,47.8,2016-02-06,0
360,SJS,PHI,1,0,1,0,21,34,0.0,100.0,50.0,2015-11-19,0
361,PHI,CHI,1,0,3,0,29,30,16.7,100.0,46.4,2015-10-14,1
362,CHI,ARI,1,0,6,2,32,31,50.0,100.0,46.2,2016-04-05,1
363,VAN,CBJ,1,0,5,3,30,45,0.0,33.3,43.5,2015-11-10,0
364,FLA,CBJ,1,0,3,2,32,17,0.0,75.0,60.0,2015-12-27,1
365,NSH,VAN,1,0,2,1,19,29,0.0,100.0,56.8,2016-01-26,0
366,TBL,DET,1,0,3,1,23,25,66.7,100.0,45.1,2016-02-03,1
367,PHI,CAR,1,0,3,2,19,21,0.0,66.7,52.2,2015-11-14,0
368,TBL,WPG,1,0,4,3,31,36,0.0,100.0,53.1,2015-10-23,0
369,CBJ,ARI,1,0,5,2,21,29,50.0,100.0,43.9,2015-11-14,1
370,NYR,WSH,1,0,3,2,23,34,50.0,50.0,37.5,2016-03-04,0
371,TBL,BOS,1,0,6,3,23,30,50.0,25.0,49.2,2015-10-12,0
372,PIT,BUF,1,0,4,3,31,27,0.0,33.3,58.3,2016-02-21,0
373,CHI,CBJ,1,0,4,1,30,23,40.0,100.0,56.3,2015-10-17,1
374,FLA,OTT,1,0,3,2,16,32,0.0,100.0,35.2,2016-01-07,0
375,WSH,BOS,1,0,2,1,30,34,0.0,100.0,47.3,2016-03-05,0
376,ARI,FLA,1,0,5,1,26,33,33.3,100.0,62.7,2016-03-05,1
377,SJS,NJD,1,0,1,1,34,32,0.0,83.3,62.7,2015-10-16,0
378,MIN,CAR,1,0,2,2,32,33,0.0,100.0,52.7,2016-03-19,1
379,BUF,NYI,1,0,2,1,22,30,0.0,0.0,54.3,2015-11-01,0
380,MTL,NYR,1,0,5,1,25,34,25.0,80.0,37.3,2015-11-25,0
381,CAR,COL,1,0,1,0,19,26,0.0,100.0,46.3,2015-10-21,0
382,PHI,NYR,1,0,3,0,34,24,0.0,100.0,48.9,2015-11-28,0
383,DAL,CAR,1,0,6,5,20,30,66.7,33.3,51.6,2015-12-08,1
384,CHI,COL,1,0,6,3,35,37,50.0,100.0,53.8,2016-01-10,1
385,SJS,TOR,1,0,5,4,44,31,66.7,100.0,43.1,2015-12-17,0
386,CAR,OTT,1,0,3,3,37,24,0.0,100.0,58.9,2016-03-08,1
387,NYI,ARI,1,0,5,2,32,33,25.0,66.7,35.2,2015-11-16,1
388,DET,COL,1,0,5,3,28,27,0.0,100.0,46.6,2016-02-27,0
389,NYR,STL,1,0,2,1,23,36,0.0,66.7,46.0,2016-02-25,0
390,DAL,STL,1,0,3,0,38,22,66.7,100.0,53.6,2015-12-27,1
391,FLA,OTT,1,0,1,1,40,16,0.0,50.0,48.4,2015-12-22,1
392,OTT,FLA,1,0,4,2,23,27,40.0,100.0,53.7,2015-12-08,0
393,VAN,ANA,1,0,1,1,25,28,0.0,50.0,37.3,2016-01-01,1
394,FLA,NYR,1,0,3,0,20,40,25.0,100.0,33.3,2016-01-02,1
395,WPG,DAL,1,0,6,3,28,30,0.0,50.0,56.9,2016-02-25,0
396,COL,BUF,1,0,2,1,35,28,0.0,50.0,58.3,2016-01-20,1
397,NSH,ARI,1,0,5,2,41,15,50.0,50.0,41.4,2015-12-01,1
398,NSH,OTT,1,0,7,5,38,26,33.3,33.3,56.4,2015-11-10,1
399,CGY,TOR,1,0,4,3,22,36,33.3,66.7,48.6,2016-02-09,1
400,TBL,PIT,1,0,6,3,29,30,50.0,100.0,53.2,2016-02-05,1
401,TBL,CAR,1,0,4,3,30,27,0.0,66.7,52.0,2016-03-05,1
402,ARI,ANA,1,0,4,2,34,31,33.3,33.3,59.1,2015-11-25,1
403,EDM,SJS,1,0,4,3,20,28,0.0,100.0,62.1,2015-12-09,1
404,CHI,BUF,1,0,2,2,28,27,33.3,100.0,49.1,2015-12-19,0
405,CGY,NSH,1,0,2,1,21,22,0.0,100.0,44.2,2015-12-15,0
406,CAR,BOS,1,0,3,2,28,32,33.3,50.0,56.9,2016-03-10,0
407,NSH,STL,1,0,5,0,29,28,20.0,100.0,44.8,2016-02-27,1
408,LAK,CGY,1,0,3,0,29,21,33.3,100.0,49.0,2016-03-31,1
409,NJD,LAK,1,0,1,0,18,28,33.3,100.0,44.6,2016-02-14,1
410,TOR,CAR,1,0,3,1,29,31,25.0,100.0,47.0,2016-02-25,1
411,COL,NSH,1,0,4,3,27,35,0.0,100.0,56.9,2016-03-28,0
412,PIT,MIN,1,0,4,3,29,29,33.3,66.7,43.9,2015-11-17,1
413,FLA,PHI,1,0,4,4,29,26,33.3,80.0,50.6,2016-03-12,1
414,CAR,EDM,1,0,4,1,27,31,0.0,75.0,55.8,2015-11-25,1
415,LAK,CAR,1,0,3,0,28,40,50.0,100.0,37.9,2015-10-23,1
416,PHI,TBL,1,0,4,2,40,18,20.0,100.0,54.4,2016-03-07,1
417,COL,ARI,1,0,3,1,37,38,50.0,100.0,42.9,2016-03-07,1
418,PIT,WSH,1,0,6,2,31,18,14.3,100.0,45.2,2016-03-20,1
419,WPG,ARI,1,0,3,2,23,29,0.0,66.7,44.6,2015-11-21,1
420,NJD,SJS,1,0,3,0,16,30,0.0,100.0,54.4,2016-03-10,0
421,CHI,WPG,1,0,5,4,27,32,33.3,100.0,48.3,2016-04-01,0
422,CAR,WPG,1,0,2,1,29,21,40.0,100.0,68.6,2016-02-16,1
423,CHI,COL,1,0,2,1,42,23,0.0,100.0,45.8,2016-02-02,0
424,NYR,TOR,1,0,4,2,20,37,33.3,100.0,41.0,2016-02-18,0
425,MTL,PHI,1,0,2,2,31,37,25.0,100.0,51.3,2016-02-19,1
426,OTT,SJS,1,0,4,2,35,33,0.0,75.0,50.0,2015-12-18,1
427,NYR,TOR,1,0,3,1,26,25,0.0,0.0,40.0,2015-10-30,1
428,FLA,PIT,1,0,1,1,28,32,0.0,100.0,53.2,2016-02-15,1
429,LAK,ANA,1,0,3,2,26,32,50.0,100.0,50.0,2016-01-17,0
430,DET,BOS,1,0,6,5,35,22,40.0,100.0,54.1,2016-02-14,1
431,SJS,MIN,1,0,3,0,20,29,33.3,100.0,34.6,2016-04-05,0
432,STL,MTL,1,0,4,3,22,49,0.0,85.7,41.9,2016-01-16,1
433,FLA,CGY,1,0,4,3,31,28,50.0,0.0,41.1,2015-11-10,1
434,EDM,OTT,1,0,7,2,28,38,100.0,75.0,40.3,2016-02-04,0
435,ANA,DAL,1,0,4,2,35,24,33.3,75.0,47.8,2016-01-15,1
436,LAK,EDM,1,0,4,3,28,25,0.0,100.0,53.4,2015-11-14,1
437,STL,MIN,1,0,3,2,26,31,0.0,100.0,48.6,2015-10-31,1
438,VAN,MIN,1,0,3,2,28,33,100.0,66.7,43.8,2015-11-25,0
439,CBJ,NSH,1,0,4,0,18,39,0.0,100.0,45.5,2015-11-20,1
440,TBL,SJS,1,0,4,3,20,34,25.0,62.5,40.4,2015-12-05,0
441,NSH,COL,1,0,5,2,40,36,0.0,100.0,32.3,2016-03-05,0
442,EDM,NYI,1,0,3,1,26,37,0.0,100.0,53.8,2016-02-28,1
443,MTL,VAN,1,0,4,3,36,26,0.0,66.7,58.5,2015-11-16,1
444,COL,NSH,1,0,3,2,25,36,20.0,100.0,50.0,2015-12-12,0
445,NYR,BOS,1,0,2,1,30,33,0.0,100.0,48.1,2016-01-11,1
446,BOS,ARI,1,0,5,3,43,23,50.0,75.0,48.3,2015-10-17,0
447,TOR,DET,1,0,1,0,27,38,0.0,100.0,47.6,2016-03-13,0
448,COL,EDM,1,0,5,1,29,40,100.0,100.0,57.1,2015-12-19,1
449,COL,MTL,1,0,3,2,28,34,33.3,100.0,50.8,2016-02-17,1
450,SJS,COL,1,0,4,3,32,26,0.0,50.0,53.2,2015-11-01,0
451,NYI,MIN,1,0,4,1,31,31,66.7,100.0,58.5,2016-02-23,0
452,FLA,TOR,1,0,5,1,27,23,40.0,100.0,48.3,2016-01-26,1
453,PHI,MIN,1,0,4,3,36,34,0.0,100.0,51.7,2016-01-07,0
454,BOS,DET,1,0,5,2,34,15,25.0,100.0,52.5,2016-04-07,1
455,BUF,NJD,1,0,3,1,18,19,25.0,83.3,56.4,2016-04-05,0
456,CAR,CBJ,1,0,4,1,29,36,25.0,80.0,61.3,2016-01-08,1
457,NJD,PIT,1,0,4,0,37,21,25.0,100.0,56.7,2015-11-14,1
458,MIN,SJS,1,0,2,0,30,25,0.0,100.0,51.7,2015-12-12,0
459,CBJ,MTL,1,0,5,2,26,30,66.7,83.3,44.3,2016-01-26,0
460,STL,BOS,1,0,2,0,29,32,0.0,0.0,44.6,2015-12-22,0
461,CHI,LAK,1,0,4,2,26,35,0.0,100.0,57.8,2015-11-02,1
462,PHI,WPG,1,0,3,2,32,28,0.0,0.0,66.7,2016-03-28,1
463,WSH,CBJ,1,0,2,1,28,30,0.0,100.0,49.1,2015-10-30,1
464,FLA,BOS,1,0,4,1,36,35,0.0,100.0,52.6,2016-03-24,0
465,PHI,NSH,1,0,3,2,36,35,50.0,100.0,52.9,2015-11-27,1
466,NJD,ARI,1,0,3,2,25,20,0.0,80.0,48.5,2015-10-20,1
467,DET,SJS,1,0,2,1,25,36,0.0,100.0,41.2,2016-01-07,0
468,TOR,NYI,1,0,3,3,36,27,50.0,100.0,48.5,2016-03-09,1
469,MIN,TBL,1,0,1,0,25,31,0.0,100.0,52.3,2015-11-07,1
470,OTT,SJS,1,0,3,3,17,35,100.0,100.0,43.6,2016-01-18,0
471,ARI,DAL,1,0,6,3,42,39,33.3,75.0,44.6,2016-02-18,1
472,NYI,OTT,1,0,3,1,23,23,0.0,100.0,47.4,2016-03-23,1
473,BUF,MIN,1,0,3,2,23,30,0.0,100.0,54.1,2016-01-12,0
474,PHI,OTT,1,0,3,2,36,35,75.0,0.0,48.0,2016-04-02,1
475,BOS,BUF,1,0,2,2,33,28,0.0,100.0,47.4,2016-02-04,0
476,BUF,LAK,1,0,2,1,30,21,50.0,0.0,55.6,2015-12-12,1
477,BUF,OTT,1,0,3,2,22,36,50.0,100.0,42.9,2016-01-26,0
478,BUF,NSH,1,0,4,1,24,29,50.0,66.7,49.3,2015-11-28,0
479,NSH,CAR,1,0,2,1,21,28,0.0,100.0,50.0,2016-01-02,0
480,COL,OTT,1,0,4,3,27,29,75.0,50.0,45.6,2016-02-11,0
481,NSH,VAN,1,0,2,2,32,25,0.0,50.0,50.9,2016-03-24,1
482,LAK,BOS,1,0,9,2,57,37,100.0,66.7,60.0,2016-02-09,0
483,VAN,SJS,1,0,4,2,26,34,42.9,100.0,41.2,2016-03-05,0
484,WSH,NJD,1,0,4,3,32,24,0.0,100.0,45.3,2016-02-20,1
485,NYI,STL,1,0,3,2,22,40,33.3,100.0,52.7,2015-10-24,0
486,NJD,DET,1,0,3,2,38,29,25.0,33.3,39.2,2015-12-11,1
487,FLA,WSH,1,0,5,2,19,38,50.0,100.0,47.8,2016-02-02,0
488,ANA,NJD,1,0,7,1,27,25,33.3,100.0,71.2,2016-03-14,1
489,WSH,MTL,1,0,3,2,19,35,0.0,100.0,42.9,2015-12-03,0
490,STL,DET,1,0,2,1,20,30,0.0,66.7,36.8,2016-01-20,0
491,CGY,COL,1,0,4,0,34,26,14.3,100.0,56.9,2016-01-02,0
492,BOS,MTL,1,0,3,1,23,33,0.0,100.0,48.1,2015-12-09,0
493,ANA,OTT,1,0,4,3,39,33,33.3,100.0,44.6,2016-03-26,0
494,DET,FLA,1,0,3,0,31,23,25.0,100.0,45.6,2016-02-08,1
495,CGY,STL,1,0,7,4,32,35,33.3,75.0,42.2,2016-03-14,1
496,VAN,PHI,1,0,4,1,34,28,0.0,100.0,34.7,2015-11-02,1
497,BUF,CBJ,1,0,4,2,33,24,42.9,33.3,49.1,2015-10-12,1
498,CBJ,PHI,1,0,2,2,37,32,16.7,100.0,53.7,2015-12-19,1
499,NYI,CBJ,1,0,4,3,27,24,50.0,66.7,54.5,2016-03-31,1
500,ARI,WSH,1,0,3,0,27,31,0.0,100.0,48.9,2016-04-02,1
501,ANA,CGY,1,0,5,3,32,25,100.0,100.0,59.6,2015-11-24,1
502,MTL,NYR,1,0,3,0,32,25,0.0,100.0,53.5,2015-10-15,1
503,CGY,VAN,1,0,7,3,43,27,50.0,80.0,50.9,2016-04-07,1
504,ARI,CGY,1,0,2,1,21,26,0.0,83.3,65.5,2015-11-27,1
505,FLA,NYI,1,0,2,2,27,25,0.0,100.0,48.0,2015-11-27,1
506,NYR,BOS,1,0,5,2,24,41,33.3,100.0,37.3,2016-03-23,1
507,MTL,WSH,1,0,4,3,34,36,33.3,100.0,49.4,2016-02-24,0
508,CHI,MTL,1,0,2,1,33,40,0.0,100.0,56.3,2016-01-14,0
509,STL,WSH,1,0,4,0,29,32,0.0,100.0,56.8,2016-03-26,0
510,DET,BUF,1,0,4,4,46,32,50.0,60.0,52.3,2015-12-01,1
511,SJS,PHI,1,0,4,2,33,19,50.0,100.0,46.7,2015-12-30,1
512,NJD,OTT,1,0,4,4,32,39,50.0,80.0,51.9,2015-10-22,0
513,DAL,MIN,1,0,3,2,36,24,25.0,100.0,52.4,2015-11-14,1
514,BUF,MTL,1,0,4,2,32,35,33.3,50.0,50.0,2016-02-03,0
515,TOR,COL,1,0,7,4,22,28,100.0,75.0,47.1,2015-12-21,0
516,WSH,COL,1,0,7,3,32,27,25.0,0.0,65.0,2015-11-21,1
517,WPG,PIT,1,0,1,0,28,30,0.0,100.0,42.3,2015-12-27,1
518,ARI,EDM,1,0,4,3,31,28,75.0,33.3,62.5,2016-01-12,1
519,EDM,CGY,1,0,1,1,37,32,0.0,100.0,60.0,2016-01-16,1
520,NJD,TOR,1,0,5,1,36,20,0.0,100.0,45.5,2016-04-09,1
521,CHI,ARI,1,0,7,5,28,37,75.0,75.0,48.6,2015-12-29,0
522,OTT,MTL,1,0,2,1,27,37,0.0,66.7,32.8,2015-11-03,0
523,DAL,COL,1,0,4,3,44,24,50.0,100.0,45.5,2016-02-04,0
524,TOR,FLA,1,0,5,2,29,34,75.0,100.0,46.7,2016-03-29,0
525,STL,NSH,1,0,4,3,25,33,0.0,100.0,47.4,2015-12-29,1
526,DET,FLA,1,0,5,3,30,26,66.7,100.0,45.5,2016-03-19,0
527,COL,PHI,1,0,4,0,40,25,50.0,100.0,46.3,2015-11-10,0
528,STL,ARI,1,0,6,4,40,22,33.3,100.0,61.7,2016-02-20,0
529,WPG,TOR,1,0,4,2,34,26,0.0,66.7,46.4,2015-11-04,0
530,WPG,MIN,1,0,3,1,29,15,33.3,100.0,45.9,2015-11-27,0
531,OTT,EDM,1,0,4,1,25,32,50.0,100.0,60.0,2016-02-23,0
532,CBJ,TOR,1,0,5,1,32,27,0.0,100.0,45.8,2016-04-06,0
533,ANA,VAN,1,0,5,2,33,21,33.3,75.0,55.4,2016-02-18,0
534,FLA,CAR,1,0,4,1,30,23,0.0,100.0,55.8,2015-10-13,0
535,MTL,TOR,1,0,4,1,36,32,0.0,100.0,53.3,2016-02-27,1
536,PHI,DET,1,0,1,1,31,30,0.0,100.0,58.0,2016-01-17,0
537,NYR,DET,1,0,1,0,30,22,0.0,100.0,54.5,2016-02-21,1
538,CGY,MTL,1,0,4,1,35,22,33.3,100.0,40.7,2016-03-20,0
539,NYR,BUF,1,0,6,3,33,26,25.0,100.0,52.5,2016-01-25,1
540,CAR,LAK,1,0,4,3,29,29,33.3,66.7,50.8,2015-11-22,1
541,DAL,PHI,1,0,2,1,32,35,0.0,100.0,47.6,2015-10-20,0
542,BUF,WSH,1,0,4,1,29,34,20.0,100.0,48.2,2016-01-16,1
543,OTT,CHI,1,0,4,3,27,38,50.0,66.7,57.1,2015-12-03,1
544,MIN,TOR,1,0,2,1,22,22,50.0,0.0,49.1,2016-03-03,0
545,DET,NYI,1,0,4,2,26,29,100.0,100.0,37.0,2016-01-25,0
546,NYR,DAL,1,0,6,2,29,23,0.0,100.0,56.1,2016-01-05,1
547,BUF,ARI,1,0,5,2,28,20,0.0,100.0,50.8,2015-12-04,1
548,CGY,CBJ,1,0,4,2,27,29,0.0,100.0,48.9,2016-01-21,0
549,FLA,CAR,1,0,5,2,21,28,0.0,50.0,38.6,2016-04-09,1
550,PIT,OTT,1,0,5,3,28,30,0.0,100.0,43.1,2016-04-05,0
551,ANA,CGY,1,0,5,2,33,24,50.0,80.0,50.9,2016-02-21,1
552,NYR,FLA,1,0,5,4,31,43,50.0,66.7,43.0,2015-11-21,0
553,BUF,WPG,1,0,3,2,29,19,0.0,100.0,56.0,2016-03-26,1
554,MTL,CBJ,1,0,2,1,26,23,25.0,100.0,41.4,2015-12-01,1
555,ANA,CAR,1,0,4,1,20,25,0.0,100.0,43.4,2015-11-16,0
556,CAR,CHI,1,0,5,0,40,26,0.0,100.0,67.7,2016-01-26,1
557,OTT,DET,1,0,3,1,35,30,0.0,80.0,43.9,2015-10-30,0
558,LAK,PHI,1,0,2,2,40,38,50.0,80.0,35.6,2015-11-17,0
559,DAL,MIN,1,0,6,3,34,35,50.0,0.0,49.3,2015-12-21,0
560,TBL,CBJ,1,0,5,2,25,32,37.5,100.0,40.6,2015-12-26,1
561,EDM,VAN,1,0,6,2,38,27,50.0,100.0,44.6,2016-04-06,1
562,WSH,CAR,1,0,2,1,31,26,0.0,100.0,54.5,2016-03-15,1
563,WSH,CBJ,1,0,6,3,28,35,100.0,66.7,46.0,2016-01-19,0
564,CAR,COL,1,0,3,2,26,32,25.0,100.0,54.0,2015-10-30,1
565,ANA,PIT,1,0,2,1,25,24,0.0,100.0,60.7,2015-12-06,1
566,SJS,DET,1,0,3,2,14,28,0.0,100.0,51.0,2015-11-13,0
567,CBJ,SJS,1,0,5,2,24,43,50.0,100.0,32.4,2015-11-03,0
568,BOS,NYI,1,0,2,1,27,37,33.3,85.7,50.0,2015-11-08,0
569,CGY,TBL,1,0,3,1,24,31,0.0,0.0,45.1,2016-01-05,1
570,OTT,MIN,1,0,3,2,22,25,0.0,100.0,45.8,2016-03-31,0
571,NJD,ARI,1,0,2,0,16,38,0.0,100.0,47.2,2016-01-16,0
572,DAL,SJS,1,0,4,2,17,36,33.3,100.0,52.5,2016-03-26,0
573,FLA,OTT,1,0,6,2,31,28,0.0,100.0,61.4,2016-03-10,1
574,DAL,EDM,1,0,4,2,52,28,0.0,100.0,62.3,2015-10-13,1
575,WPG,MTL,1,0,4,2,30,28,0.0,100.0,46.7,2016-03-05,1
576,PIT,PHI,1,0,6,2,39,30,50.0,100.0,49.3,2016-04-03,1
577,NJD,PHI,1,0,2,1,24,32,100.0,75.0,34.8,2016-02-13,0
578,DAL,PIT,1,0,4,1,23,34,33.3,100.0,50.7,2015-10-22,0
579,DAL,NYI,1,0,3,0,36,27,0.0,100.0,56.3,2016-03-19,1
580,STL,MIN,1,0,4,1,24,39,50.0,85.7,41.2,2016-02-06,1
581,BOS,NYR,1,0,4,3,34,27,66.7,66.7,50.0,2015-11-27,1
582,OTT,TOR,1,0,6,1,25,27,0.0,100.0,49.1,2016-02-06,1
583,ANA,EDM,1,0,2,1,25,28,0.0,100.0,43.1,2016-03-28,0
584,COL,DET,1,0,2,2,21,45,0.0,80.0,36.7,2016-02-12,0
585,SJS,BOS,1,0,3,2,27,23,25.0,100.0,44.4,2016-03-15,1
586,BOS,DAL,1,0,7,3,42,29,50.0,100.0,44.3,2016-02-20,0
587,ARI,LAK,1,0,3,2,25,35,0.0,50.0,49.2,2015-11-10,0
588,WSH,ARI,1,0,3,2,34,27,25.0,100.0,44.6,2016-02-22,1
589,NJD,PHI,1,0,4,1,33,28,40.0,100.0,56.7,2015-10-29,0
590,BOS,NYI,1,0,3,1,31,26,100.0,0.0,50.0,2016-03-12,1
591,CHI,STL,1,0,2,0,25,25,100.0,100.0,45.6,2016-01-24,1
592,ANA,CGY,1,0,6,4,28,37,100.0,60.0,52.6,2016-02-15,0
593,MTL,DET,1,0,4,3,27,42,25.0,40.0,35.4,2016-03-29,1
594,NYI,LAK,1,0,5,2,30,30,25.0,100.0,50.0,2016-02-11,1
595,TBL,BOS,1,0,4,1,30,33,66.7,100.0,52.3,2016-02-28,0
596,DET,ANA,1,0,2,1,24,31,0.0,100.0,54.2,2016-01-10,0
597,LAK,BUF,1,0,2,0,35,23,0.0,100.0,57.9,2016-02-27,1
598,STL,PIT,1,0,5,2,25,38,0.0,100.0,45.3,2016-01-18,1
599,NYI,CGY,1,0,2,1,34,32,0.0,100.0,45.8,2016-02-25,0
600,BOS,CHI,1,0,4,2,25,27,50.0,50.0,45.9,2016-03-03,1
601,CAR,ANA,1,0,5,1,24,32,33.3,100.0,51.8,2015-12-11,0
602,MIN,FLA,1,0,3,1,27,18,20.0,66.7,55.9,2016-02-28,1
603,MIN,VAN,1,0,5,2,34,26,25.0,50.0,64.2,2016-02-15,0
604,MIN,WPG,1,0,5,3,28,28,0.0,50.0,50.8,2015-11-10,1
605,PIT,NSH,1,0,2,1,25,39,0.0,100.0,58.2,2015-10-24,0
606,CHI,NSH,1,0,4,1,27,39,0.0,100.0,43.9,2016-01-19,0
607,CBJ,PIT,1,0,2,1,28,29,25.0,100.0,51.3,2015-11-13,0
608,OTT,PHI,1,0,4,0,31,36,0.0,100.0,60.3,2015-11-21,1
609,LAK,CHI,1,0,5,0,25,32,0.0,100.0,55.1,2016-03-14,0
610,MIN,EDM,1,0,4,3,28,25,50.0,100.0,49.0,2015-10-27,1
611,ANA,LAK,1,0,4,2,24,25,20.0,50.0,54.4,2016-02-04,0
612,EDM,CGY,1,0,5,2,28,24,25.0,75.0,56.6,2015-10-17,0
613,FLA,CAR,1,0,2,0,18,24,0.0,100.0,60.3,2015-12-18,0
614,WSH,TOR,1,0,4,2,23,34,66.7,50.0,48.3,2015-11-28,0
615,LAK,MTL,1,0,3,0,20,45,0.0,100.0,37.9,2015-12-17,0
616,LAK,CHI,1,0,3,2,36,22,0.0,0.0,55.9,2015-11-28,1
617,TOR,VAN,1,0,5,2,38,19,0.0,100.0,49.3,2016-02-13,0
618,NSH,CHI,1,0,5,1,34,36,100.0,100.0,53.2,2015-12-10,1
619,DAL,FLA,1,0,4,2,37,26,50.0,100.0,50.9,2015-10-17,0
620,FLA,VAN,1,0,4,4,42,34,50.0,100.0,51.9,2015-12-20,1
621,STL,DAL,1,0,2,2,37,24,25.0,100.0,43.3,2015-12-26,1
622,OTT,CAR,1,0,4,2,22,32,0.0,50.0,46.6,2016-02-18,1
623,DAL,CHI,1,0,6,2,33,32,33.3,100.0,44.1,2016-03-22,0
624,FLA,STL,1,0,3,1,23,30,0.0,100.0,40.3,2015-12-01,0
625,MTL,DET,1,0,4,1,41,22,40.0,100.0,51.6,2015-10-17,1
626,WSH,NSH,1,0,4,1,29,21,0.0,66.7,58.6,2016-03-18,1
627,COL,LAK,1,0,4,3,19,38,16.7,100.0,44.8,2016-01-27,0
628,PHI,NYI,1,0,4,0,31,20,0.0,100.0,60.7,2016-01-09,1
629,NSH,ARI,1,0,3,2,31,18,20.0,100.0,39.3,2016-04-07,1
630,TBL,NSH,1,0,4,3,28,30,33.3,100.0,51.8,2016-02-12,1
631,FLA,MTL,1,0,4,1,19,33,40.0,83.3,54.2,2016-04-05,0
632,LAK,CGY,1,0,2,1,37,23,25.0,50.0,51.4,2016-02-23,1
633,MIN,LAK,1,0,2,1,18,39,20.0,100.0,54.0,2016-03-22,1
634,DAL,OTT,1,0,2,1,25,24,50.0,100.0,47.0,2016-03-06,0
635,ARI,MTL,1,0,3,2,20,33,50.0,100.0,52.9,2015-11-19,0
636,BUF,PHI,1,0,4,3,40,33,50.0,100.0,51.7,2015-10-27,0
637,NYI,TBL,1,0,5,2,36,34,50.0,100.0,46.8,2016-04-04,1
638,CHI,WPG,1,0,3,1,32,31,0.0,100.0,51.4,2015-12-06,1
639,PHI,CAR,1,0,3,2,36,33,50.0,100.0,45.9,2015-11-23,1
640,SJS,BOS,1,0,5,4,28,29,40.0,33.3,45.9,2015-11-17,0
641,COL,EDM,1,0,3,2,25,28,50.0,100.0,52.8,2016-03-20,0
642,ANA,CHI,1,0,3,2,44,23,33.3,50.0,58.1,2016-02-13,0
643,CGY,NYR,1,0,5,4,27,29,0.0,80.0,48.2,2015-12-12,1
644,MTL,EDM,1,0,5,1,36,24,33.3,100.0,57.1,2016-02-06,1
