,team,opponent,W,L,GF,GA,SF,SA,PP%,PK%,FOW%,date,home_ind
1288,FLA,WSH,0,1,1,2,27,27,0.0,100.0,45.5,2015-10-31,1
1289,PIT,EDM,0,1,2,2,41,36,25.0,75.0,49.4,2015-11-28,1
1290,MIN,OTT,0,1,2,3,25,20,0.0,100.0,45.3,2016-03-15,0
1291,BUF,MTL,0,1,2,3,43,22,25.0,83.3,50.0,2016-03-16,1
1292,DAL,EDM,0,1,1,2,43,24,0.0,100.0,44.4,2015-12-04,0
1293,CAR,PHI,0,1,2,3,21,19,33.3,100.0,47.8,2015-11-14,1
1294,BUF,OTT,0,1,1,1,39,26,0.0,100.0,40.0,2016-02-16,0
1295,OTT,CAR,0,1,2,3,21,46,50.0,66.7,36.9,2015-11-07,0
1296,STL,OTT,0,1,2,3,38,32,33.3,33.3,58.3,2016-01-04,1
1297,VAN,NSH,0,1,2,2,25,32,50.0,100.0,49.1,2016-03-24,0
1298,NSH,WPG,0,1,4,5,35,24,50.0,80.0,60.3,2016-01-14,0
1299,STL,COL,0,1,1,1,34,41,0.0,100.0,47.0,2016-01-22,0
1300,LAK,STL,0,1,1,1,27,16,0.0,100.0,48.2,2016-01-09,1
1301,TOR,DET,0,1,1,2,33,24,0.0,100.0,56.9,2015-11-06,1
1302,ARI,NSH,0,1,2,3,18,31,0.0,80.0,60.7,2016-04-07,0
1303,LAK,BUF,0,1,1,2,21,30,0.0,50.0,44.4,2015-12-12,0
1304,OTT,NJD,0,1,4,4,39,32,20.0,50.0,48.1,2015-10-22,1
1305,CGY,SJS,0,1,1,2,48,23,14.3,100.0,54.4,2016-03-07,1
1306,NYI,PIT,0,1,1,1,26,34,33.3,100.0,42.4,2016-03-15,0
1307,TBL,MTL,0,1,3,3,39,34,33.3,100.0,50.7,2015-12-28,1
1308,OTT,DET,0,1,3,4,25,37,50.0,100.0,60.6,2015-11-16,1
1309,NYR,LAK,0,1,4,5,28,34,100.0,50.0,44.8,2016-02-12,1
1310,SJS,OTT,0,1,3,3,35,17,0.0,0.0,56.4,2016-01-18,1
1311,DAL,MTL,0,1,3,4,33,28,33.3,100.0,53.1,2016-03-08,0
1312,NSH,DAL,0,1,2,3,26,32,0.0,100.0,46.3,2016-02-15,1
1313,WSH,NYI,0,1,3,4,32,27,0.0,100.0,50.0,2016-04-05,1
1314,ANA,CHI,0,1,0,1,39,24,0.0,100.0,58.6,2015-10-26,0
1315,TOR,PHI,0,1,4,5,24,28,0.0,100.0,47.9,2016-02-20,1
1316,TOR,WSH,0,1,2,2,25,31,33.3,83.3,39.3,2015-11-07,0
1317,CGY,ARI,0,1,1,2,26,21,16.7,100.0,34.5,2015-11-27,0
1318,NYI,VAN,0,1,1,1,48,26,0.0,100.0,52.2,2016-01-17,1
1319,BOS,WSH,0,1,1,2,34,30,0.0,100.0,52.7,2016-03-05,1
1320,FLA,BOS,0,1,4,5,51,32,25.0,100.0,58.5,2016-03-07,1
1321,PHI,CBJ,0,1,2,2,33,53,20.0,100.0,50.0,2016-03-22,0
1322,DAL,CGY,0,1,3,3,29,32,0.0,100.0,49.1,2015-12-01,0
1323,NJD,WSH,0,1,2,2,24,29,50.0,100.0,53.6,2016-02-06,1
1324,TOR,TBL,0,1,4,5,37,27,33.3,100.0,62.8,2015-12-15,1
1325,SJS,LAK,0,1,2,3,32,32,0.0,75.0,53.8,2016-01-24,1
1326,ANA,VAN,0,1,1,1,29,25,0.0,100.0,46.3,2015-10-12,1
1327,TBL,BOS,0,1,0,1,42,33,0.0,0.0,47.1,2016-03-08,1
1328,ARI,LAK,0,1,3,4,27,33,50.0,66.7,59.7,2015-12-26,1
1329,ARI,VAN,0,1,2,3,34,31,100.0,100.0,71.8,2016-03-09,0
1330,EDM,VAN,0,1,3,3,38,28,33.3,100.0,45.8,2016-04-09,0
1331,TOR,BUF,0,1,1,1,24,35,0.0,100.0,41.8,2015-10-21,0
1332,CAR,MIN,0,1,2,2,33,32,0.0,100.0,47.3,2016-03-19,0
1333,SJS,EDM,0,1,3,4,28,20,0.0,100.0,37.9,2015-12-09,0
1334,PHI,CBJ,0,1,2,2,32,37,0.0,83.3,46.3,2015-12-19,0
1335,SJS,CHI,0,1,3,4,36,32,33.3,100.0,49.3,2015-12-20,0
1336,PIT,FLA,0,1,1,1,32,28,0.0,100.0,46.8,2016-02-15,0
1337,DET,WSH,0,1,2,2,23,40,0.0,80.0,44.8,2015-12-08,0
1338,WSH,WPG,0,1,1,2,38,36,25.0,80.0,50.8,2015-12-05,0
1339,FLA,PIT,0,1,2,3,44,35,20.0,80.0,49.3,2016-02-06,1
1340,CHI,CGY,0,1,1,2,19,37,33.3,100.0,50.9,2015-11-20,0
1341,NYI,NJD,0,1,2,2,26,17,50.0,100.0,44.9,2015-10-31,0
1342,WPG,TBL,0,1,5,5,41,26,50.0,100.0,45.3,2016-02-18,0
1343,LAK,TBL,0,1,1,1,38,30,0.0,100.0,45.2,2015-11-25,0
1344,BOS,CAR,0,1,1,1,36,28,0.0,100.0,58.1,2016-04-05,1
1345,BOS,TOR,0,1,3,4,42,35,0.0,66.7,59.7,2016-02-02,1
1346,ARI,CHI,0,1,4,5,28,40,50.0,100.0,60.9,2016-02-04,1
1347,DET,PHI,0,1,1,1,30,31,0.0,100.0,42.0,2016-01-17,1
1348,STL,WPG,0,1,1,1,22,33,33.3,100.0,56.5,2016-02-09,1
1349,CBJ,DET,0,1,1,1,29,28,0.0,100.0,58.8,2016-02-23,0
1350,PHI,NYI,0,1,3,3,46,26,0.0,0.0,50.0,2015-12-08,1
1351,CAR,VAN,0,1,2,3,40,22,33.3,0.0,58.6,2016-01-15,1
1352,NYR,PHI,0,1,2,2,39,48,33.3,100.0,56.9,2015-10-24,0
1353,ANA,EDM,0,1,3,4,37,27,50.0,50.0,53.2,2015-11-11,1
1354,VAN,NYR,0,1,2,3,20,49,0.0,100.0,50.0,2016-01-19,0
1355,CAR,PHI,0,1,2,3,33,36,0.0,50.0,54.1,2015-11-23,0
1356,NYI,FLA,0,1,2,2,25,27,0.0,100.0,52.0,2015-11-27,0
1357,VAN,MTL,0,1,3,4,26,36,33.3,100.0,41.5,2015-11-16,0
1358,COL,DAL,0,1,3,4,24,44,0.0,50.0,54.5,2016-02-04,1
1359,CAR,PIT,0,1,1,1,30,26,0.0,100.0,57.7,2016-02-12,1
1360,OTT,FLA,0,1,1,1,16,40,50.0,100.0,51.6,2015-12-22,0
1361,VAN,FLA,0,1,4,4,34,42,0.0,50.0,48.1,2015-12-20,0
1362,CBJ,BOS,0,1,1,2,29,30,0.0,100.0,44.8,2016-02-16,1
1363,BOS,CAR,0,1,2,3,32,28,50.0,66.7,43.1,2016-03-10,1
1364,NSH,PIT,0,1,1,2,39,25,0.0,100.0,41.8,2015-10-24,1
1365,CBJ,NYI,0,1,2,2,31,46,0.0,50.0,45.9,2016-02-09,1
1366,EDM,CHI,0,1,3,4,37,27,0.0,50.0,53.0,2015-11-18,1
1367,DET,COL,0,1,2,2,45,21,20.0,100.0,63.3,2016-02-12,1
1368,CHI,LAK,0,1,2,3,22,36,100.0,100.0,44.1,2015-11-28,0
1369,MTL,NJD,0,1,2,3,32,31,50.0,100.0,63.2,2015-11-28,1
1370,LAK,STL,0,1,1,2,35,32,16.7,83.3,47.8,2016-02-18,0
1371,CBJ,BOS,0,1,2,2,33,34,0.0,100.0,53.0,2016-01-23,0
1372,DAL,STL,0,1,4,5,38,36,33.3,100.0,42.2,2016-03-12,1
1373,FLA,SJS,0,1,1,1,20,18,0.0,100.0,51.8,2016-02-18,1
1374,COL,CAR,0,1,0,1,26,19,0.0,100.0,53.7,2015-10-21,1
1375,CBJ,FLA,0,1,1,1,23,32,0.0,100.0,62.5,2015-12-04,1
1376,FLA,NYR,0,1,4,5,43,31,33.3,50.0,57.0,2015-11-21,1
1377,MIN,LAK,0,1,1,2,26,37,20.0,75.0,51.7,2015-10-16,0
1378,NSH,CGY,0,1,2,3,26,34,0.0,100.0,45.5,2016-03-09,0
1379,FLA,PIT,0,1,2,3,33,35,0.0,33.3,45.9,2015-10-20,0
1380,PHI,MTL,0,1,2,2,37,31,0.0,75.0,48.7,2016-02-19,0
1381,VAN,LAK,0,1,1,2,16,40,25.0,83.3,34.9,2015-12-01,0
1382,NYI,CAR,0,1,2,3,19,29,50.0,100.0,55.6,2015-10-29,1
1383,OTT,NSH,0,1,3,3,41,25,0.0,66.7,54.8,2015-10-17,1
1384,BUF,DET,0,1,4,4,32,46,40.0,50.0,47.7,2015-12-01,0
1385,NYR,CGY,0,1,4,5,29,27,20.0,100.0,51.8,2015-12-12,0
1386,ANA,WSH,0,1,1,1,28,32,0.0,100.0,56.9,2016-03-07,1
1387,CBJ,NYI,0,1,2,3,30,19,0.0,66.7,57.4,2015-12-12,1
1388,BUF,BOS,0,1,1,2,38,38,0.0,100.0,52.9,2016-02-06,0
1389,NJD,WSH,0,1,0,1,22,26,0.0,100.0,38.5,2016-03-25,1
1390,DAL,DET,0,1,2,3,41,33,0.0,75.0,61.2,2016-02-29,1
1391,VAN,TBL,0,1,2,3,23,35,50.0,100.0,50.0,2016-01-09,1
1392,BOS,OTT,0,1,1,2,34,40,0.0,100.0,46.2,2016-01-09,0
1393,CAR,PHI,0,1,3,4,32,31,25.0,100.0,47.4,2015-12-15,0
1394,TOR,MTL,0,1,2,2,19,29,0.0,100.0,54.5,2016-01-23,1
1395,OTT,NYR,0,1,1,1,23,34,33.3,50.0,54.7,2015-11-14,1
1396,CAR,NYI,0,1,1,1,27,31,0.0,66.7,54.5,2016-03-29,0
1397,PIT,CBJ,0,1,1,2,25,43,25.0,100.0,46.2,2015-11-27,0
1398,NSH,LAK,0,1,1,2,34,30,16.7,100.0,55.0,2016-02-20,1
1399,OTT,CAR,0,1,3,3,24,37,0.0,100.0,41.1,2016-03-08,0
1400,ANA,CHI,0,1,2,3,25,32,0.0,75.0,58.1,2015-11-27,1
1401,EDM,ARI,0,1,3,4,28,31,66.7,25.0,37.5,2016-01-12,0
1402,ANA,ARI,0,1,3,4,36,28,25.0,80.0,38.9,2015-11-09,1
1403,MTL,PIT,0,1,3,3,38,34,25.0,100.0,51.4,2015-11-11,0
1404,PIT,TBL,0,1,4,5,40,25,25.0,60.0,54.4,2016-01-15,0
1405,CHI,STL,0,1,5,6,43,29,20.0,50.0,54.5,2015-11-04,1
1406,BUF,BOS,0,1,2,2,28,33,0.0,100.0,52.5,2016-02-04,1
1407,CHI,MIN,0,1,2,2,31,34,0.0,100.0,45.2,2016-03-20,1
1408,CBJ,CAR,0,1,3,4,24,30,0.0,75.0,47.2,2016-01-09,1
1409,LAK,WPG,0,1,3,3,29,31,0.0,100.0,60.6,2016-04-09,1
1410,EDM,VAN,0,1,1,2,33,24,0.0,100.0,51.5,2015-12-26,0
1411,PIT,TOR,0,1,2,2,41,36,20.0,100.0,44.8,2015-12-30,1
1412,MIN,COL,0,1,1,2,20,20,0.0,0.0,54.8,2015-12-07,0
1413,CHI,STL,0,1,2,2,35,30,25.0,33.3,49.2,2016-03-09,0
1414,DET,CGY,0,1,2,3,29,40,50.0,100.0,51.6,2015-10-23,0
1415,NSH,DET,0,1,4,5,32,36,75.0,60.0,39.4,2015-12-05,0
1416,WSH,PHI,0,1,1,1,30,34,33.3,66.7,40.6,2016-03-30,0
1417,PHI,BUF,0,1,3,4,33,40,0.0,50.0,48.3,2015-10-27,1
1418,CAR,EDM,0,1,0,1,29,27,0.0,100.0,50.0,2016-01-04,0
1419,STL,ANA,0,1,3,3,28,39,0.0,80.0,53.3,2016-01-08,0
1420,TOR,CAR,0,1,0,1,32,41,0.0,100.0,50.9,2016-01-21,1
1421,NSH,PHI,0,1,2,3,35,36,0.0,50.0,47.1,2015-11-27,0
1422,TOR,BUF,0,1,3,3,33,27,33.3,100.0,49.2,2016-03-07,1
1423,CGY,COL,0,1,3,3,33,28,0.0,100.0,58.6,2016-03-18,1
1424,NYR,PIT,0,1,2,3,27,32,0.0,100.0,46.3,2016-03-27,1
1425,MIN,STL,0,1,2,3,31,26,0.0,100.0,51.4,2015-10-31,0
1426,ANA,VAN,0,1,1,1,28,25,50.0,100.0,62.7,2016-01-01,0
1427,NYR,NYI,0,1,1,1,34,37,0.0,50.0,51.9,2015-12-02,0
1428,DAL,STL,0,1,2,2,24,37,0.0,75.0,56.7,2015-12-26,0
1429,NSH,LAK,0,1,3,4,34,29,66.7,66.7,55.2,2015-10-31,0
1430,ANA,TOR,0,1,5,6,38,26,50.0,40.0,48.3,2016-03-24,0
1431,NJD,TOR,0,1,2,2,27,37,40.0,80.0,41.4,2015-12-08,0
1432,DAL,SJS,0,1,3,4,35,39,0.0,0.0,45.8,2016-01-16,0
1433,OTT,ANA,0,1,3,4,33,39,0.0,66.7,55.4,2016-03-26,1
1434,VAN,EDM,0,1,1,2,34,24,0.0,50.0,67.4,2015-10-18,1
1435,MTL,NSH,0,1,1,1,29,30,0.0,100.0,45.3,2016-02-22,1
1436,CAR,WSH,0,1,1,2,26,31,0.0,100.0,45.5,2016-03-15,0
1437,NJD,TOR,0,1,2,2,34,39,16.7,100.0,36.5,2016-02-04,0
1438,NYI,OTT,0,1,2,3,31,29,100.0,100.0,38.7,2015-12-05,0
1439,CAR,NSH,0,1,1,2,28,21,0.0,100.0,50.0,2016-01-02,1
1440,WSH,LAK,0,1,3,4,32,30,100.0,66.7,43.9,2016-03-09,0
1441,PIT,CAR,0,1,2,3,25,21,0.0,66.7,51.0,2016-01-12,0
1442,PIT,CHI,0,1,2,3,36,30,0.0,100.0,56.0,2016-01-05,1
1443,DET,NYR,0,1,0,1,22,30,0.0,100.0,45.5,2016-02-21,0
1444,BUF,SJS,0,1,1,2,31,32,0.0,66.7,51.7,2015-11-14,1
1445,WSH,PIT,0,1,3,4,30,35,0.0,100.0,45.9,2016-04-07,1
1446,CAR,BUF,0,1,2,3,30,24,33.3,100.0,63.6,2016-03-12,0
1447,PIT,LAK,0,1,2,2,42,40,0.0,100.0,50.7,2015-12-11,1
1448,VAN,DAL,0,1,3,4,32,29,50.0,100.0,41.4,2015-10-29,0
1449,CHI,STL,0,1,1,2,25,35,0.0,100.0,53.8,2016-04-07,1
1450,TOR,SJS,0,1,4,5,31,44,0.0,33.3,56.9,2015-12-17,1
1451,MTL,STL,0,1,3,4,49,22,14.3,100.0,58.1,2016-01-16,0
1452,BOS,EDM,0,1,2,2,40,36,0.0,100.0,41.8,2015-12-02,0
1453,EDM,ANA,0,1,1,2,18,34,0.0,66.7,60.0,2016-02-26,0
1454,EDM,SJS,0,1,1,1,25,37,0.0,100.0,41.3,2016-01-14,0
1455,NSH,CGY,0,1,1,2,22,21,0.0,100.0,55.8,2015-12-15,1
1456,DET,VAN,0,1,3,3,28,40,0.0,100.0,64.5,2015-12-18,1
1457,PHI,CGY,0,1,1,2,27,30,0.0,100.0,46.9,2015-11-05,0
1458,WPG,NYI,0,1,3,4,29,27,25.0,100.0,50.8,2016-03-03,1
1459,DAL,NJD,0,1,2,3,31,30,0.0,75.0,55.0,2016-01-02,0
1460,BUF,EDM,0,1,1,2,32,41,0.0,100.0,44.1,2016-03-01,1
1461,STL,NYI,0,1,1,1,32,25,0.0,100.0,54.5,2015-12-04,0
1462,DET,OTT,0,1,2,2,31,27,0.0,100.0,55.2,2016-02-20,0
1463,MIN,ARI,0,1,1,1,35,24,0.0,100.0,50.0,2016-01-25,1
1464,CGY,LAK,0,1,4,5,23,26,25.0,100.0,54.7,2016-04-05,1
1465,NYI,TOR,0,1,3,3,27,36,0.0,50.0,51.5,2016-03-09,0
1466,WPG,DAL,0,1,1,1,33,24,0.0,100.0,50.0,2016-01-07,0
1467,NSH,TOR,0,1,1,1,22,23,25.0,100.0,58.8,2015-11-12,1
1468,COL,CHI,0,1,3,4,30,43,33.3,66.7,54.4,2015-12-31,1
1469,NYI,MTL,0,1,2,4,23,27,0.0,40.0,50.8,2015-11-22,0
1470,NYI,NSH,0,1,2,4,22,32,0.0,0.0,54.1,2016-03-17,0
1471,CAR,WSH,0,1,1,2,32,21,0.0,100.0,39.5,2015-12-21,1
1472,BOS,STL,0,1,0,2,32,29,0.0,100.0,55.4,2015-12-22,1
1473,CHI,CAR,0,1,0,5,26,40,0.0,100.0,32.3,2016-01-26,0
1474,EDM,LAK,0,1,4,6,29,33,25.0,100.0,55.2,2016-03-26,0
1475,CBJ,WSH,0,1,3,6,35,28,33.3,0.0,54.0,2016-01-19,1
1476,TOR,EDM,0,1,2,5,36,35,0.0,80.0,53.3,2016-02-11,0
1477,MTL,LAK,0,1,2,3,15,31,0.0,100.0,58.0,2016-03-03,0
1478,CAR,TBL,0,1,3,4,35,31,50.0,75.0,42.9,2015-11-01,1
1479,MIN,WPG,0,1,1,5,29,34,0.0,33.3,54.4,2016-04-03,0
1480,TOR,FLA,0,1,1,4,33,32,0.0,75.0,57.1,2016-03-17,1
1481,ANA,NYR,0,1,1,2,23,23,0.0,100.0,45.5,2016-03-16,1
1482,SJS,ANA,0,1,2,3,32,25,0.0,100.0,47.4,2016-02-02,0
1483,BOS,MTL,0,1,2,4,31,33,20.0,33.3,47.4,2015-11-07,0
1484,SJS,TBL,0,1,3,4,34,20,37.5,75.0,59.6,2015-12-05,1
1485,STL,SJS,0,1,1,3,27,32,0.0,100.0,63.3,2016-02-04,1
1486,OTT,TBL,0,1,2,5,25,35,0.0,33.3,54.4,2015-12-20,0
1487,TOR,WSH,0,1,2,4,34,23,50.0,33.3,51.7,2015-11-28,1
1488,FLA,OTT,0,1,2,4,27,23,0.0,60.0,46.3,2015-12-08,1
1489,NYI,CAR,0,1,3,6,26,31,50.0,50.0,51.0,2016-02-13,0
1490,WPG,BOS,0,1,2,6,36,39,20.0,100.0,52.1,2016-02-11,1
1491,VAN,OTT,0,1,2,3,35,25,33.3,50.0,57.7,2015-11-12,0
1492,CHI,COL,0,1,0,3,29,27,0.0,100.0,57.4,2015-12-15,1
1493,BUF,LAK,0,1,0,2,23,35,0.0,100.0,42.1,2016-02-27,0
1494,PHI,BUF,0,1,1,3,28,36,0.0,83.3,47.8,2015-10-30,0
1495,MIN,WPG,0,1,4,5,30,33,20.0,100.0,44.6,2015-10-25,0
1496,OTT,TBL,0,1,1,4,31,30,0.0,66.7,52.6,2015-12-10,0
1497,NYI,BOS,0,1,1,2,37,27,14.3,66.7,50.0,2015-11-08,1
1498,CAR,TOR,0,1,1,3,31,29,0.0,75.0,53.0,2016-02-25,0
1499,DET,DAL,0,1,1,4,22,26,20.0,66.7,52.3,2015-11-08,1
1500,ARI,CAR,0,1,4,5,23,18,25.0,75.0,49.1,2015-12-06,0
1501,TBL,BOS,0,1,1,3,22,34,20.0,66.7,55.2,2015-10-31,1
1502,EDM,STL,0,1,2,4,26,29,0.0,75.0,56.5,2015-10-15,1
1503,BOS,NSH,0,1,0,2,29,24,0.0,100.0,46.3,2016-02-18,0
1504,LAK,SJS,0,1,3,5,36,23,0.0,50.0,55.9,2015-12-22,1
1505,FLA,OTT,0,1,1,3,34,23,0.0,50.0,38.3,2016-04-07,0
1506,DET,NJD,0,1,3,4,28,17,40.0,80.0,54.0,2015-12-22,1
1507,LAK,SJS,0,1,2,5,32,31,33.3,50.0,39.2,2016-03-28,0
1508,TBL,TOR,0,1,1,4,27,24,0.0,100.0,62.3,2016-03-15,0
1509,DAL,FLA,0,1,2,6,35,30,25.0,100.0,50.0,2015-10-24,1
1510,BOS,PHI,0,1,2,3,32,21,50.0,100.0,50.0,2016-01-13,0
1511,WPG,NYI,0,1,2,4,24,44,33.3,66.7,38.8,2015-10-12,0
1512,WSH,CAR,0,1,2,4,32,37,0.0,100.0,47.4,2015-12-31,0
1513,TBL,BUF,0,1,1,4,31,27,20.0,66.7,50.0,2015-11-10,1
1514,CGY,ARI,0,1,1,4,27,35,0.0,57.1,37.1,2016-02-12,0
1515,TOR,NYR,0,1,3,4,26,30,0.0,100.0,48.7,2015-11-15,0
1516,NJD,DAL,0,1,2,4,20,25,0.0,100.0,39.0,2016-03-04,0
1517,DAL,ANA,0,1,1,3,25,24,0.0,100.0,40.8,2016-04-03,0
1518,LAK,MIN,0,1,1,2,39,18,0.0,80.0,46.0,2016-03-22,0
1519,CBJ,SJS,0,1,3,5,31,29,0.0,80.0,43.5,2015-11-22,1
1520,MTL,PHI,0,1,2,4,32,36,25.0,50.0,50.9,2016-02-02,0
1521,WSH,STL,0,1,0,4,32,29,0.0,0.0,43.2,2016-03-26,1
1522,MIN,DET,0,1,2,3,22,29,0.0,50.0,41.5,2016-04-01,0
1523,COL,ARI,0,1,2,4,28,28,0.0,100.0,56.7,2015-11-05,0
1524,EDM,NJD,0,1,1,2,20,26,0.0,60.0,49.1,2016-02-09,0
1525,BUF,BOS,0,1,1,4,34,31,0.0,100.0,49.2,2016-01-15,1
1526,VAN,LAK,0,1,1,5,22,29,0.0,50.0,43.1,2016-03-07,0
1527,MTL,LAK,0,1,0,3,45,20,0.0,100.0,62.1,2015-12-17,1
1528,BOS,LAK,0,1,2,9,37,57,33.3,0.0,40.0,2016-02-09,1
1529,MIN,ANA,0,1,1,4,35,22,0.0,100.0,52.8,2015-10-18,0
1530,DAL,MIN,0,1,1,2,35,25,50.0,100.0,52.7,2016-01-09,1
1531,CHI,FLA,0,1,0,4,27,32,0.0,100.0,51.0,2016-01-22,0
1532,DAL,WPG,0,1,3,6,30,28,50.0,100.0,43.1,2016-02-25,1
1533,BOS,OTT,0,1,1,6,40,36,0.0,0.0,56.7,2016-04-09,1
1534,CAR,BUF,0,1,1,4,28,21,0.0,100.0,57.7,2015-11-27,0
1535,STL,WSH,0,1,1,5,20,36,0.0,100.0,45.5,2016-04-09,1
1536,PHI,ANA,0,1,1,4,29,26,14.3,75.0,53.8,2016-02-09,1
1537,NSH,CBJ,0,1,0,4,39,18,0.0,100.0,54.5,2015-11-20,0
1538,CBJ,TBL,0,1,1,2,26,29,0.0,100.0,57.9,2015-12-14,1
1539,COL,STL,0,1,1,3,21,27,0.0,33.3,37.3,2016-03-29,0
1540,WSH,DAL,0,1,3,4,23,35,33.3,75.0,53.4,2016-02-13,0
1541,MTL,MIN,0,1,1,4,31,22,0.0,50.0,41.4,2016-03-12,1
1542,ANA,NSH,0,1,2,3,40,21,0.0,83.3,50.9,2015-11-17,0
1543,BUF,DAL,0,1,0,3,22,32,0.0,80.0,51.8,2015-11-21,0
1544,BOS,WSH,0,1,1,4,29,31,50.0,75.0,57.4,2015-11-05,0
1545,PHI,LAK,0,1,1,2,30,32,25.0,66.7,52.3,2016-01-02,0
1546,EDM,FLA,0,1,1,2,25,14,0.0,0.0,42.2,2016-01-10,1
1547,VAN,WPG,0,1,2,5,28,29,0.0,100.0,55.8,2016-03-14,1
1548,CAR,FLA,0,1,1,4,23,30,0.0,100.0,44.2,2015-10-13,1
1549,ARI,ANA,0,1,1,5,28,21,16.7,57.1,49.1,2016-03-03,1
1550,VAN,ANA,0,1,2,5,21,33,25.0,66.7,44.6,2016-02-18,1
1551,EDM,PIT,0,1,1,2,28,33,0.0,75.0,47.6,2015-11-06,1
1552,PHI,DAL,0,1,1,3,20,44,50.0,100.0,40.9,2015-12-11,0
1553,PIT,TBL,0,1,3,6,30,29,0.0,50.0,46.8,2016-02-05,0
1554,VAN,MIN,0,1,2,5,26,34,50.0,75.0,35.8,2016-02-15,1
1555,WPG,NJD,0,1,1,3,23,16,100.0,50.0,56.9,2016-01-23,1
1556,WPG,OTT,0,1,1,2,21,19,0.0,100.0,46.5,2016-03-30,1
1557,EDM,COL,0,1,2,3,27,29,0.0,100.0,50.0,2016-02-20,1
1558,TOR,ARI,0,1,3,4,27,24,0.0,50.0,40.0,2015-10-26,1
1559,DET,FLA,0,1,3,6,39,33,28.6,50.0,40.7,2016-02-04,0
1560,DET,BOS,0,1,1,3,23,31,33.3,100.0,50.9,2015-11-14,0
1561,PIT,BOS,0,1,2,6,32,34,0.0,75.0,47.9,2015-12-18,1
1562,COL,CHI,0,1,3,6,37,35,0.0,50.0,46.2,2016-01-10,0
1563,COL,VAN,0,1,1,3,30,28,0.0,100.0,66.0,2016-02-09,1
1564,MIN,NJD,0,1,1,2,18,17,0.0,100.0,48.8,2016-01-10,1
1565,ARI,TBL,0,1,1,2,30,36,0.0,100.0,55.6,2016-02-23,0
1566,STL,CGY,0,1,4,7,35,32,25.0,66.7,57.8,2016-03-14,0
1567,DAL,NSH,0,1,3,5,38,34,33.3,75.0,46.8,2016-03-01,0
1568,NJD,EDM,0,1,1,5,20,27,25.0,83.3,51.1,2015-11-20,0
1569,CHI,DAL,0,1,2,6,32,33,0.0,66.7,55.9,2016-03-22,1
1570,TOR,CBJ,0,1,1,3,42,22,0.0,50.0,57.1,2016-01-13,1
1571,CGY,PHI,0,1,3,5,32,29,25.0,33.3,49.1,2016-02-29,0
1572,COL,WSH,0,1,2,4,19,47,33.3,66.7,59.3,2016-04-01,1
1573,MTL,ARI,0,1,2,6,19,27,0.0,50.0,45.2,2016-02-15,0
1574,DET,LAK,0,1,2,4,27,31,0.0,33.3,40.4,2016-01-11,0
1575,ARI,LAK,0,1,2,6,26,35,0.0,57.1,55.7,2016-02-02,1
1576,PIT,BOS,0,1,1,5,42,29,0.0,0.0,54.1,2016-02-24,0
1577,PIT,CAR,0,1,1,2,38,26,50.0,50.0,52.0,2015-12-19,1
1578,MTL,BOS,0,1,1,3,33,23,0.0,100.0,51.9,2015-12-09,1
1579,TBL,FLA,0,1,2,5,40,35,20.0,75.0,47.8,2016-01-23,0
1580,ANA,MIN,0,1,0,3,15,30,0.0,100.0,41.3,2015-10-24,0
1581,CAR,OTT,0,1,2,4,32,22,50.0,100.0,53.4,2016-02-18,0
1582,NSH,CHI,0,1,1,4,37,24,0.0,66.7,49.1,2015-12-08,0
1583,DAL,ANA,0,1,2,4,24,35,25.0,66.7,52.2,2016-01-15,0
1584,ARI,BOS,0,1,3,5,23,43,25.0,50.0,51.7,2015-10-17,1
1585,CGY,MIN,0,1,3,5,28,24,20.0,66.7,50.8,2016-02-17,1
1586,OTT,PIT,0,1,0,2,22,36,0.0,100.0,52.4,2015-10-15,0
1587,NYI,DET,0,1,2,4,29,26,0.0,0.0,63.0,2016-01-25,1
1588,WPG,FLA,0,1,2,3,32,22,0.0,66.7,39.6,2016-03-01,1
1589,CGY,TBL,0,1,1,3,31,29,25.0,50.0,56.4,2015-11-12,0
1590,COL,NSH,0,1,2,5,36,40,0.0,100.0,67.7,2016-03-05,1
1591,WPG,CHI,0,1,1,3,31,32,0.0,100.0,48.6,2015-12-06,0
1592,CHI,MIN,0,1,1,4,19,18,0.0,100.0,32.6,2016-03-29,0
1593,EDM,CGY,0,1,4,5,23,32,50.0,66.7,60.6,2015-10-31,1
1594,MIN,STL,0,1,1,4,39,24,14.3,50.0,58.8,2016-02-06,0
1595,WPG,CAR,0,1,3,5,36,29,50.0,75.0,55.6,2016-02-05,1
1596,NYI,PIT,0,1,2,5,40,43,0.0,50.0,58.8,2016-01-02,0
1597,BUF,COL,0,1,1,2,28,35,50.0,100.0,41.7,2016-01-20,0
1598,LAK,CHI,0,1,2,4,35,26,0.0,100.0,42.2,2015-11-02,0
1599,LAK,OTT,0,1,3,5,36,21,33.3,100.0,54.5,2015-12-14,0
1600,BUF,DAL,0,1,1,3,25,29,33.3,100.0,38.7,2015-11-17,1
1601,NSH,ANA,0,1,2,4,42,28,16.7,100.0,47.5,2015-11-01,0
1602,NJD,BUF,0,1,1,3,19,18,16.7,75.0,43.6,2016-04-05,1
1603,BUF,PIT,0,1,3,4,27,31,66.7,100.0,41.7,2016-02-21,1
1604,MTL,CAR,0,1,2,3,38,29,0.0,75.0,42.3,2015-12-05,0
1605,PIT,CBJ,0,1,1,2,29,28,0.0,75.0,48.7,2015-11-13,1
