,team,opponent,hits,blocked_shots,giveaways,takeaways,save%,date
0,NYI,NJD,63,25,11,12,5.9,2015-11-03
1,OTT,CHI,60,16,4,1,0.0,2016-01-03
2,OTT,MTL,56,17,14,4,3.8,2015-12-12
3,NJD,CHI,54,22,5,6,13.6,2015-11-12
4,NYI,STL,53,9,15,9,4.0,2015-12-04
5,STL,NYI,53,12,14,5,3.1,2015-12-04
6,ANA,CHI,52,9,4,0,6.8,2016-02-13
7,NYI,NYR,52,24,13,9,2.7,2015-12-02
8,NYR,NYI,52,20,10,7,2.9,2015-12-02
9,COL,NYI,51,16,14,6,10.7,2015-11-30
10,LAK,ANA,50,14,8,4,8.0,2016-02-04
11,NYI,COL,49,15,13,7,17.8,2015-11-30
12,PHI,COL,49,10,13,6,0.0,2015-11-10
13,LAK,CHI,49,16,0,2,5.7,2015-11-02
14,NSH,CAR,48,12,7,6,9.5,2016-01-02
15,CBJ,PIT,48,12,1,2,8.3,2015-12-21
16,WSH,CHI,47,15,5,3,6.7,2016-02-28
17,OTT,BOS,47,10,11,9,13.6,2015-12-27
18,LAK,PIT,47,14,5,2,5.0,2015-12-11
19,OTT,MTL,46,23,10,4,11.4,2016-03-19
20,SJS,LAK,46,28,29,18,16.1,2016-03-28
21,ARI,PIT,46,17,1,3,0.0,2016-02-29
22,NYI,PIT,46,24,4,4,3.8,2016-03-15
23,CGY,MTL,46,16,18,7,11.4,2016-03-20
24,BOS,MTL,46,25,16,5,16.7,2016-01-19
25,NYR,PIT,46,25,5,0,13.6,2016-02-10
26,PHI,CBJ,46,17,14,5,3.6,2015-12-05
27,TOR,PHI,46,10,12,7,16.7,2016-02-20
28,LAK,CHI,46,24,3,6,20.0,2016-03-14
29,WPG,CHI,46,11,10,8,3.2,2015-12-06
30,BOS,NYI,46,17,8,7,19.2,2015-10-23
31,TOR,MTL,46,16,8,12,10.5,2016-01-23
32,STL,MTL,46,12,14,8,0.0,2015-10-20
33,CBJ,CHI,45,20,8,6,4.3,2015-10-17
34,ANA,ARI,45,20,3,0,6.5,2015-11-25
35,NSH,CHI,45,14,4,7,4.7,2016-01-12
36,BOS,LAK,45,8,8,1,3.6,2016-03-19
37,LAK,MTL,45,21,15,6,15.0,2015-12-17
38,SJS,CHI,44,14,5,1,8.3,2015-12-20
39,CBJ,TOR,44,22,11,13,13.6,2016-01-13
40,NYI,BUF,44,24,12,13,3.3,2015-11-01
41,TOR,WSH,44,8,7,14,5.9,2015-11-28
42,WPG,TOR,44,17,13,7,11.8,2015-11-04
43,LAK,SJS,44,17,17,6,6.3,2016-03-28
44,LAK,WSH,44,15,11,5,13.3,2016-03-09
45,BOS,TOR,43,20,12,15,9.1,2016-03-26
46,ANA,WSH,43,12,15,8,3.6,2016-03-07
47,NJD,ANA,43,7,12,2,4.5,2015-12-19
48,PHI,STL,43,15,8,7,12.9,2015-12-21
49,OTT,TOR,43,16,15,10,24.0,2016-02-06
0,CBJ,TOR,43,12,11,7,11.1,2015-10-16
1,ANA,TOR,43,10,5,7,13.2,2016-03-24
2,NYI,NSH,43,12,14,14,14.3,2015-10-15
3,NYI,MTL,42,10,14,2,5.6,2015-11-05
4,WPG,NYI,42,16,7,11,8.3,2015-10-12
5,NYI,PHI,42,18,11,5,0.0,2016-01-09
6,TOR,WPG,42,14,9,10,7.7,2015-11-04
7,BUF,TOR,42,13,1,1,4.8,2016-03-19
8,BOS,MTL,42,17,17,3,6.5,2015-11-07
9,COL,PHI,42,16,9,5,10.0,2015-11-10
10,NYI,MTL,42,10,15,17,8.3,2015-11-20
11,LAK,STL,42,12,6,9,2.9,2016-02-18
12,CBJ,PHI,42,15,2,7,11.8,2015-12-05
13,LAK,EDM,41,14,10,2,5.6,2016-02-25
14,TOR,TBL,41,12,6,4,0.0,2016-01-27
15,ANA,LAK,41,18,11,5,13.8,2016-02-28
16,BOS,FLA,41,17,2,8,10.0,2015-10-30
17,SJS,MIN,41,17,19,8,0.0,2015-12-12
18,LAK,SJS,41,18,8,3,9.4,2016-01-24
19,TOR,BOS,41,18,10,15,7.1,2015-11-23
20,LAK,TOR,41,12,11,8,0.0,2015-12-19
21,PHI,MTL,41,25,7,3,12.9,2016-01-05
22,BUF,TOR,40,17,11,8,11.1,2016-03-07
23,BUF,PIT,40,10,3,2,5.7,2015-10-29
24,BUF,MTL,40,15,15,4,12.5,2016-02-03
25,WPG,CHI,40,8,7,10,0.0,2015-12-11
26,ANA,ARI,40,12,17,8,8.3,2015-11-09
27,ANA,PIT,40,14,4,4,5.3,2016-02-08
28,WPG,PHI,40,23,11,9,7.1,2016-03-28
29,WPG,MTL,40,10,15,6,13.3,2016-03-05
30,BOS,MTL,40,25,12,3,13.0,2015-12-09
31,MTL,DAL,40,18,17,3,14.3,2016-03-08
32,BOS,OTT,39,13,10,8,2.6,2015-12-27
33,ANA,MTL,39,23,14,5,5.7,2016-03-02
34,CAR,MTL,39,13,14,8,10.3,2015-12-05
35,CBJ,NYI,39,8,4,4,0.0,2015-10-20
36,ANA,LAK,39,14,16,3,6.3,2016-01-17
37,PHI,LAK,39,14,8,3,5.3,2015-11-17
38,MTL,TOR,39,21,9,12,6.9,2016-01-23
39,NSH,PIT,39,10,2,4,8.3,2016-03-31
40,OTT,DET,39,8,15,11,7.4,2016-02-20
41,FLA,LAK,39,9,6,4,5.3,2015-11-07
42,CGY,CHI,39,16,15,8,3.8,2015-11-15
43,NSH,DAL,39,17,9,8,2.9,2015-12-31
44,ANA,FLA,39,9,6,9,7.3,2015-11-19
45,NJD,ARI,39,27,3,3,12.5,2016-01-16
46,LAK,ANA,39,8,7,3,5.9,2016-03-05
47,BUF,PIT,39,22,3,6,13.3,2016-03-29
48,LAK,EDM,39,18,10,3,8.8,2015-10-25
49,LAK,MTL,39,14,8,2,9.7,2016-03-03
0,CBJ,PHI,38,18,9,1,0.0,2016-03-05
1,MTL,PHI,38,19,17,5,6.5,2016-02-19
2,CGY,NYI,38,18,8,9,0.0,2015-10-26
3,TOR,NJD,38,12,6,16,5.1,2016-02-04
4,PIT,TBL,38,10,5,1,5.1,2016-02-20
5,WPG,PIT,38,10,5,1,3.6,2016-02-27
6,NYI,LAK,38,14,11,0,3.1,2015-11-12
7,LAK,NSH,38,4,3,4,6.7,2016-03-21
8,PHI,BOS,38,17,4,6,13.5,2015-10-21
9,MTL,MIN,38,17,11,6,3.2,2016-03-12
10,WPG,NJD,38,12,8,4,4.3,2016-01-23
11,BUF,MTL,38,16,9,3,5.3,2016-03-10
12,CBJ,PIT,38,15,2,1,7.1,2015-11-13
13,NYI,TBL,38,19,7,8,13.9,2016-04-04
14,SJS,MTL,38,28,14,5,16.7,2015-12-15
15,ANA,MTL,38,17,7,4,8.6,2016-03-22
16,NYI,BOS,38,18,19,10,3.8,2016-03-12
17,OTT,MTL,38,23,12,2,7.4,2015-11-03
18,NYI,SJS,38,17,7,4,16.0,2015-11-10
19,NYR,FLA,38,3,4,6,0.0,2016-01-02
20,NYR,NYI,38,12,19,8,15.4,2016-03-06
21,OTT,TOR,38,22,10,7,23.5,2016-03-12
22,VAN,LAK,37,17,14,3,6.3,2015-12-01
23,LAK,FLA,37,7,2,7,9.4,2015-11-23
24,LAK,NYR,37,10,12,10,14.7,2016-02-12
25,PIT,CHI,37,10,10,5,5.6,2016-01-05
26,FLA,EDM,37,23,11,8,14.3,2016-01-10
27,NYI,PHI,37,21,10,7,8.3,2015-11-25
28,PHI,NJD,37,11,10,5,3.6,2015-10-29
29,EDM,FLA,37,7,6,10,16.7,2016-01-18
30,COL,TOR,37,12,6,5,2.9,2015-11-17
31,PHI,DAL,37,17,13,1,2.9,2015-10-20
32,WSH,PIT,37,16,15,5,2.9,2015-10-28
33,CAR,NJD,37,16,7,6,3.2,2015-12-03
34,PHI,BUF,37,21,5,4,9.1,2015-10-27
35,NYR,PHI,37,30,6,7,6.5,2016-01-16
36,OTT,LAK,37,9,10,6,23.8,2015-12-14
37,NYR,PIT,37,12,4,4,3.6,2016-03-03
38,NYI,MTL,37,17,12,2,8.7,2015-11-22
39,MTL,NSH,37,8,15,10,3.4,2016-02-22
40,PIT,WSH,37,13,7,4,2.2,2015-12-14
41,CGY,SJS,36,23,16,11,22.7,2016-02-11
42,NSH,CHI,36,19,10,3,2.7,2015-12-08
43,TOR,FLA,36,5,3,5,4.3,2016-01-26
44,BUF,ARI,36,13,4,6,7.1,2016-01-18
45,PHI,VAN,36,19,12,7,6.5,2015-12-17
46,COL,SJS,36,14,6,7,4.5,2016-01-26
47,MTL,BUF,36,19,11,7,8.8,2016-03-10
48,NSH,ANA,36,14,12,6,4.8,2015-11-01
49,FLA,DAL,36,13,5,2,7.7,2015-10-17
0,CBJ,TBL,36,18,6,3,3.8,2015-12-14
1,MTL,FLA,36,17,14,2,3.6,2016-03-15
2,PHI,TBL,36,11,3,9,10.0,2016-03-07
3,NYI,BOS,36,24,14,13,11.5,2015-10-23
4,WSH,OTT,36,18,9,9,18.2,2016-03-22
5,CHI,WPG,36,18,15,9,9.4,2015-12-06
6,BOS,EDM,36,12,11,7,4.1,2015-12-14
7,LAK,FLA,36,10,10,3,11.4,2015-11-07
8,LAK,ARI,36,16,6,1,12.1,2015-12-26
9,LAK,TBL,36,12,14,4,10.7,2015-12-06
10,OTT,EDM,36,15,6,7,16.0,2016-02-23
11,ARI,CBJ,36,7,8,4,15.6,2015-12-17
12,OTT,BOS,36,17,15,10,9.4,2015-12-29
13,ANA,VAN,36,16,13,8,13.3,2015-11-30
14,NJD,TOR,36,17,10,12,7.4,2015-12-08
15,COL,PIT,36,19,4,7,9.7,2015-11-19
16,BOS,TOR,36,14,7,11,6.7,2016-01-16
17,NYI,ARI,36,11,13,15,15.6,2015-11-16
18,PIT,EDM,36,12,10,5,4.9,2015-11-28
19,WPG,OTT,36,17,21,5,4.8,2016-03-30
20,SJS,CHI,36,19,24,9,6.9,2015-11-25
21,NYR,NJD,36,13,12,15,5.4,2016-02-08
22,PHI,TOR,36,17,8,11,17.8,2016-02-20
23,WSH,PIT,36,24,5,6,11.8,2015-12-14
24,OTT,BOS,36,19,12,11,5.0,2016-01-09
25,LAK,NYI,36,13,10,4,6.7,2016-02-11
26,ANA,NYI,36,21,12,2,4.0,2015-11-13
27,OTT,STL,36,16,19,15,7.0,2016-03-01
28,PHI,PIT,35,24,3,2,6.7,2016-04-03
29,PIT,NJD,35,8,8,2,0.0,2016-03-24
30,OTT,SJS,35,18,11,7,11.4,2015-12-18
31,NYR,CAR,35,13,9,15,12.5,2016-01-22
32,NJD,MTL,35,18,9,3,5.0,2016-01-06
33,NJD,SJS,35,7,9,5,3.1,2015-10-16
34,LAK,NJD,35,11,10,2,4.3,2016-03-12
35,FLA,BUF,35,8,4,5,5.3,2015-11-12
36,PIT,VAN,35,6,9,4,16.7,2016-01-23
37,WPG,BUF,35,8,8,10,4.5,2016-01-10
38,PHI,NYR,35,16,4,9,4.2,2015-10-24
39,PIT,BUF,35,17,3,7,13.8,2015-10-29
40,WSH,MIN,35,19,12,4,11.1,2016-02-26
41,MTL,TBL,35,22,23,10,14.8,2016-02-09
42,NYR,WSH,35,20,11,6,22.7,2015-11-03
43,SJS,ANA,35,14,19,7,0.0,2015-11-07
44,CBJ,LAK,35,26,7,13,8.7,2015-12-08
45,LAK,ANA,35,17,12,4,6.9,2016-02-28
46,PHI,PIT,35,19,17,6,5.9,2016-03-19
47,WSH,FLA,35,6,1,5,7.4,2015-10-31
48,ANA,OTT,35,8,17,4,10.3,2016-03-26
49,LAK,DAL,35,13,9,5,7.7,2016-04-02
0,NJD,PIT,35,18,0,4,12.5,2016-03-24
1,WPG,MTL,35,16,7,2,5.3,2015-11-01
2,NSH,CHI,35,19,9,7,9.4,2016-02-25
3,CBJ,TOR,35,21,11,14,15.6,2016-04-06
4,OTT,NSH,35,15,5,6,7.3,2015-10-17
5,NSH,ARI,35,6,4,1,0.0,2016-01-09
6,OTT,MIN,35,12,9,9,15.0,2016-03-15
7,NYR,PHI,35,16,13,4,5.1,2015-10-24
8,EDM,SJS,35,17,14,5,20.0,2015-12-09
9,COL,DAL,35,28,8,6,12.5,2016-02-04
10,WSH,CAR,35,18,8,13,6.3,2015-12-31
11,LAK,MIN,35,10,7,5,0.0,2016-01-21
12,PHI,NJD,35,16,12,4,3.1,2016-02-13
13,PHI,BUF,35,32,6,10,17.8,2016-02-11
14,VAN,CHI,35,19,2,2,0.0,2015-12-13
15,EDM,CHI,35,25,16,6,5.6,2015-11-08
16,STL,VAN,35,8,4,8,10.8,2016-03-25
17,EDM,LAK,35,10,9,1,13.8,2016-03-26
18,LAK,STL,35,11,13,7,3.7,2016-01-09
19,TOR,STL,35,11,13,8,12.1,2016-01-02
20,TBL,MTL,34,10,11,1,8.7,2016-04-09
21,OTT,FLA,34,14,4,1,6.3,2015-12-22
22,NJD,MTL,34,15,15,9,7.4,2015-11-27
23,FLA,WSH,34,12,5,6,3.7,2015-10-31
24,PIT,NYI,34,17,1,4,11.6,2016-01-02
25,WSH,PIT,34,10,2,1,11.1,2016-03-20
26,CGY,PHI,34,23,11,8,9.4,2016-02-29
27,EDM,MTL,34,13,10,4,4.2,2016-02-06
28,CBJ,FLA,34,17,3,5,11.8,2015-12-27
29,NSH,FLA,34,7,9,5,17.8,2016-02-13
30,DET,TOR,34,17,5,7,8.3,2015-11-06
31,CBJ,OTT,34,19,5,5,0.0,2015-11-19
32,OTT,EDM,34,18,11,4,5.3,2016-02-04
33,FLA,BOS,34,6,5,6,3.1,2015-10-30
34,NSH,STL,34,19,1,3,9.1,2015-12-29
35,ANA,LAK,34,17,5,1,5.0,2016-04-07
36,PHI,WSH,34,23,12,10,2.9,2016-03-30
37,WPG,NSH,34,12,5,5,8.7,2016-03-08
38,STL,CHI,34,7,3,7,6.7,2016-03-09
39,WSH,LAK,34,8,8,1,9.4,2016-03-09
40,CBJ,FLA,34,14,10,8,4.3,2015-12-04
41,ANA,DAL,34,22,11,6,12.5,2016-04-03
42,NJD,BOS,34,9,9,4,5.0,2016-01-08
43,ANA,CAR,34,19,8,5,20.0,2015-11-16
44,PHI,WSH,34,15,10,2,10.0,2015-11-12
45,BOS,TBL,34,9,5,16,10.0,2015-10-12
46,TOR,SJS,34,13,4,12,12.9,2015-12-17
47,NYI,PHI,34,24,10,5,11.5,2015-12-08
48,TBL,PIT,34,13,3,4,20.0,2016-02-20
49,OTT,CBJ,34,17,11,5,10.3,2015-11-19
0,FLA,PIT,34,14,10,12,3.6,2016-02-15
1,TOR,CBJ,34,8,12,8,2.4,2016-01-13
2,STL,BOS,34,13,6,9,6.9,2015-12-22
3,BOS,PHI,34,26,3,4,9.7,2016-01-25
4,NYI,FLA,34,8,3,0,8.0,2015-11-27
5,CHI,SJS,33,15,6,5,12.5,2015-12-20
6,LAK,NYI,33,15,15,5,9.1,2015-11-12
7,DET,NJD,33,3,4,4,10.7,2015-12-22
8,PHI,PIT,33,20,4,1,9.4,2016-01-21
9,MTL,CGY,33,17,9,3,4.5,2016-03-20
10,FLA,CBJ,33,7,9,10,9.4,2015-12-27
11,SJS,NYI,33,22,22,7,5.6,2015-11-10
12,NJD,CAR,33,8,2,7,8.0,2016-03-27
13,FLA,EDM,33,8,8,2,6.1,2016-01-18
14,BUF,VAN,33,13,7,3,5.9,2015-12-07
15,WPG,ARI,33,9,5,4,5.4,2015-12-31
16,LAK,PHI,33,12,8,3,5.0,2015-11-17
17,WSH,LAK,33,18,12,10,9.4,2016-02-16
18,OTT,TBL,33,17,11,9,17.2,2016-02-08
19,TOR,EDM,33,17,14,10,11.5,2015-11-30
20,NYI,EDM,33,20,13,3,2.7,2016-02-28
21,ANA,TBL,33,15,2,2,0.0,2015-11-21
22,BOS,WSH,33,16,13,5,7.4,2016-01-05
23,NSH,NYI,33,13,11,12,6.4,2015-10-15
24,TOR,LAK,33,16,10,8,14.7,2015-12-19
25,OTT,ARI,33,10,9,9,2.8,2015-10-24
26,LAK,CHI,33,7,16,5,8.3,2015-11-28
27,NYR,TBL,33,16,5,8,4.8,2015-11-19
28,BOS,ANA,33,12,11,3,0.0,2016-03-18
29,PIT,DAL,33,13,9,3,2.9,2015-10-22
30,TOR,NJD,33,8,10,10,5.4,2015-12-08
31,NYR,LAK,33,23,5,10,14.3,2016-02-12
32,OTT,NJD,33,6,8,2,9.4,2016-01-21
33,BUF,FLA,33,16,0,2,15.8,2015-11-12
34,MTL,BUF,33,21,9,6,5.7,2016-02-03
35,NJD,TBL,33,20,5,4,3.8,2016-04-02
36,LAK,WSH,33,11,8,2,2.5,2016-02-16
37,ANA,EDM,33,12,12,5,5.9,2016-02-26
38,PHI,ANA,33,11,8,5,3.4,2016-02-09
39,BOS,SJS,33,13,8,7,13.8,2015-11-17
40,FLA,MIN,33,7,5,2,6.9,2016-01-03
41,NYR,ARI,33,20,2,5,13.3,2015-11-07
42,STL,CHI,33,15,3,3,0.0,2016-01-24
43,NYI,CGY,33,12,9,17,11.4,2015-10-26
44,TOR,CHI,33,13,3,2,5.4,2016-02-15
45,OTT,CHI,33,18,15,10,14.8,2015-12-03
46,CAR,TBL,33,17,6,16,6.5,2016-02-21
47,COL,CHI,33,22,8,4,11.1,2015-12-15
48,TOR,OTT,33,11,10,2,3.7,2016-02-06
49,CBJ,NYI,33,16,2,2,6.7,2015-12-12
0,WPG,SJS,33,21,12,2,14.8,2016-01-02
1,WSH,ANA,33,18,14,4,3.1,2016-03-07
2,PHI,NYR,32,16,15,4,7.1,2016-02-06
3,NSH,OTT,32,21,7,4,12.0,2015-10-17
4,PHI,TOR,32,18,12,9,6.1,2016-01-19
5,FLA,MTL,32,2,3,5,10.0,2015-12-29
6,LAK,TBL,32,15,5,4,2.6,2015-11-25
7,OTT,MTL,32,23,13,10,4.8,2015-10-11
8,NYI,LAK,32,24,15,6,16.7,2016-02-11
9,CGY,EDM,32,24,10,5,3.1,2016-01-16
10,BUF,CHI,32,12,4,1,3.4,2016-01-08
11,CBJ,MTL,32,15,10,5,4.3,2015-12-01
12,PHI,LAK,32,13,10,1,3.3,2016-01-02
13,CGY,TOR,32,23,9,9,8.0,2016-03-21
14,CHI,STL,32,22,4,2,8.0,2016-01-24
15,STL,ANA,32,14,15,7,10.7,2016-01-08
16,ANA,EDM,32,22,16,15,8.0,2016-03-28
17,COL,MIN,32,18,4,7,0.0,2016-03-26
18,STL,PIT,32,14,4,3,9.4,2015-11-25
19,MTL,NYR,32,17,20,5,7.7,2016-03-26
20,PIT,ANA,32,22,17,7,4.2,2015-12-06
21,WPG,CHI,32,18,8,4,9.7,2015-10-29
22,BOS,ARI,32,23,5,4,11.6,2015-10-17
23,MTL,OTT,32,16,13,5,0.0,2016-03-19
24,OTT,CAR,32,20,6,10,12.5,2016-03-08
25,FLA,TBL,32,8,12,6,17.4,2015-11-14
26,PIT,MTL,32,9,11,5,6.1,2015-10-13
27,CBJ,VAN,32,19,6,2,3.6,2016-02-04
28,WSH,TBL,32,21,16,8,21.7,2015-12-18
29,NYR,TBL,32,15,10,12,10.7,2016-04-05
30,WSH,PHI,32,15,2,4,15.6,2015-11-12
31,BUF,VAN,32,6,8,3,13.6,2015-11-07
32,CBJ,PIT,32,13,3,7,4.7,2015-11-27
33,TOR,PIT,32,12,1,3,3.7,2015-10-17
34,TOR,PIT,32,18,7,6,5.6,2015-12-30
35,TOR,MTL,32,20,15,5,3.1,2016-02-27
36,ANA,BUF,32,14,9,8,3.4,2016-02-24
37,MIN,PIT,32,16,9,2,10.3,2015-11-17
38,NYR,OTT,32,24,11,5,12.9,2015-12-06
39,ANA,DAL,32,22,18,12,11.4,2016-01-15
40,NYI,WSH,32,15,9,6,14.8,2016-04-05
41,TOR,BUF,32,13,10,21,9.1,2016-03-07
42,BOS,STL,32,18,15,10,0.0,2015-12-22
43,OTT,TOR,32,22,6,4,9.7,2016-03-05
44,EDM,ANA,32,19,18,9,0.0,2015-12-31
45,WSH,PIT,32,24,13,6,8.1,2016-03-01
46,CHI,DAL,32,12,7,7,4.3,2016-02-11
47,PIT,MIN,32,15,8,5,13.8,2015-11-17
48,NYR,CAR,32,10,6,3,11.1,2016-03-31
49,PIT,WSH,32,15,11,4,19.4,2016-03-20
0,CGY,PIT,32,24,2,5,13.3,2016-03-05
1,LAK,ANA,32,14,10,3,6.5,2016-04-07
2,CGY,DET,31,8,8,3,7.1,2015-12-20
3,LAK,EDM,31,11,13,3,18.2,2016-03-26
4,EDM,PIT,31,17,5,2,5.6,2015-11-28
5,LAK,CBJ,31,9,8,3,7.3,2015-12-08
6,ANA,EDM,31,14,14,4,8.1,2015-11-11
7,CGY,ANA,31,20,12,5,12.0,2015-11-24
8,TBL,TOR,31,14,10,5,16.7,2016-03-28
9,FLA,OTT,31,4,3,8,2.5,2015-12-22
10,NYI,TBL,31,15,4,9,13.6,2015-11-28
11,BOS,PIT,31,14,4,2,17.6,2015-12-18
12,COL,DET,31,19,3,11,11.1,2016-02-27
13,NYR,PHI,31,20,16,3,10.0,2016-02-14
14,BOS,NJD,31,19,11,5,2.6,2015-12-20
15,PIT,CBJ,31,12,4,7,14.3,2015-12-21
16,ANA,EDM,31,13,11,4,16.1,2016-02-16
17,FLA,PIT,31,14,6,0,6.1,2015-10-20
18,FLA,MTL,31,13,9,1,11.1,2016-03-15
19,WSH,FLA,31,10,2,5,4.8,2015-12-10
20,FLA,SJS,31,16,20,9,5.0,2016-02-18
21,NYI,ANA,31,20,9,4,13.8,2015-11-13
22,CAR,PHI,31,22,6,7,9.5,2015-11-14
23,MTL,CHI,31,11,5,4,6.9,2016-01-17
24,ANA,LAK,31,15,6,1,13.6,2016-03-05
25,EDM,CHI,31,19,4,7,0.0,2015-12-17
26,STL,EDM,31,17,15,4,13.8,2015-10-15
27,TOR,CAR,31,15,8,13,4.0,2015-11-20
28,NYR,PHI,31,13,9,13,0.0,2015-11-28
29,STL,PHI,31,20,9,5,10.3,2015-12-21
30,BOS,CHI,31,17,5,2,8.7,2016-04-03
31,FLA,BUF,31,9,4,4,10.3,2015-10-15
32,NYR,ANA,31,18,4,3,8.7,2016-03-16
33,LAK,NYR,31,9,12,4,10.8,2016-03-17
34,PIT,FLA,31,11,8,5,8.6,2015-10-20
35,COL,STL,31,18,5,5,16.7,2015-12-13
36,NYR,STL,31,21,14,7,27.3,2015-11-12
37,LAK,DET,31,13,8,2,12.9,2016-01-11
38,LAK,ARI,31,10,4,3,7.1,2016-01-23
39,NJD,PHI,31,21,11,6,12.1,2015-10-29
40,DAL,TOR,31,7,4,11,2.3,2015-11-02
41,NSH,PHI,31,16,4,7,5.7,2015-11-27
42,COL,LAK,31,17,5,2,21.1,2016-01-27
43,ARI,LAK,31,16,3,10,7.7,2016-02-02
44,TOR,COL,31,14,7,6,16.7,2015-11-17
45,MTL,NYI,31,13,14,6,16.7,2015-11-05
46,VAN,FLA,31,9,1,3,11.8,2015-12-20
47,FLA,STL,31,7,9,8,9.4,2016-02-12
48,PHI,FLA,31,17,14,7,3.0,2015-10-12
49,NYR,TOR,31,20,6,5,20.0,2016-02-18
0,NYI,CAR,31,10,11,8,11.5,2016-02-13
1,FLA,CGY,31,12,3,2,12.9,2015-11-10
2,CBJ,MTL,31,27,31,2,19.2,2016-01-26
3,OTT,PIT,31,11,3,3,21.7,2016-02-02
4,COL,LAK,31,22,3,1,4.3,2015-10-18
5,CBJ,BOS,31,13,7,16,17.1,2016-02-22
6,CGY,EDM,31,17,9,6,15.6,2015-10-31
7,ANA,ARI,31,14,10,8,12.2,2016-02-05
8,LAK,ANA,30,15,19,7,11.5,2016-01-17
9,ANA,VAN,30,13,14,5,5.6,2016-04-01
10,BUF,SJS,30,18,7,6,13.6,2016-02-26
11,STL,DAL,30,16,2,10,9.1,2016-02-16
12,WPG,ANA,30,9,10,11,6.9,2016-03-20
13,BOS,NSH,30,16,7,2,11.8,2015-12-07
14,STL,LAK,30,14,3,7,6.3,2016-02-18
15,NJD,DET,30,10,2,2,23.5,2015-12-22
16,WSH,PHI,30,22,11,8,10.0,2016-01-27
17,EDM,BOS,30,16,14,4,12.5,2015-12-14
18,NYI,CAR,30,23,8,10,12.9,2016-03-26
19,TOR,OTT,30,14,13,10,4.7,2016-03-05
20,MTL,VAN,30,13,16,10,11.1,2015-11-16
21,NSH,BUF,30,17,2,2,15.0,2015-11-25
22,OTT,BOS,30,15,8,8,16.7,2016-04-09
23,FLA,CHI,30,15,8,5,11.1,2015-10-22
24,BUF,NYI,30,14,10,6,9.1,2015-11-01
25,EDM,ANA,30,9,13,9,3.6,2016-03-28
26,LAK,NJD,30,9,4,4,0.0,2016-02-14
27,VAN,STL,30,20,9,8,0.0,2016-03-19
28,DAL,STL,30,13,11,11,7.9,2015-12-27
29,PIT,FLA,30,7,0,1,8.6,2016-02-06
30,WPG,STL,30,9,12,6,6.9,2015-10-18
31,COL,EDM,30,19,6,11,17.2,2015-12-19
32,NYI,WPG,30,16,9,18,9.1,2015-10-12
33,NJD,CHI,30,17,4,4,15.4,2015-11-06
34,NYI,SJS,30,12,7,10,17.6,2015-10-17
35,BOS,DET,30,12,2,7,22.7,2016-02-14
36,PIT,BOS,30,18,11,0,6.3,2015-12-18
37,CGY,ARI,30,13,3,3,23.8,2016-03-28
38,NYR,BOS,30,24,14,7,6.7,2016-01-11
39,SJS,VAN,30,18,31,7,5.9,2016-03-31
40,PIT,SJS,30,18,9,9,17.2,2015-12-01
41,CHI,CGY,30,17,12,12,9.8,2015-11-15
42,OTT,TBL,30,15,9,5,2.9,2016-03-03
43,STL,DET,30,15,1,3,10.0,2016-01-20
44,OTT,FLA,30,12,4,7,17.4,2015-12-08
45,STL,CAR,30,21,6,7,12.5,2016-02-28
46,ANA,WPG,30,8,15,6,3.6,2016-04-05
47,LAK,BOS,30,17,10,13,15.8,2016-02-09
48,ANA,TBL,30,12,11,7,3.0,2015-12-02
49,NYI,PIT,30,8,4,4,5.0,2016-01-02
0,NJD,TOR,30,29,5,9,5.9,2016-02-04
1,WPG,FLA,30,16,12,6,3.3,2016-02-20
2,PIT,CHI,30,13,10,6,5.6,2016-01-06
