,home_team,away_team,date,home_team_win,prediction,match,cumulative_average
0,ANA,MIN,2015-10-18,1,1,1,1.0
1,LAK,COL,2015-10-18,1,1,1,1.0
2,NYR,NJD,2015-10-18,0,1,0,0.666666666667
3,VAN,EDM,2015-10-18,0,1,0,0.5
4,WPG,STL,2015-10-18,0,1,0,0.4
5,NYR,SJS,2015-10-19,1,0,0,0.333333333333
6,PIT,FLA,2015-10-20,1,1,1,0.428571428571
7,PHI,DAL,2015-10-20,0,0,1,0.5
8,NJD,ARI,2015-10-20,1,1,1,0.555555555556
9,NSH,TBL,2015-10-20,1,1,1,0.6
10,CGY,WSH,2015-10-20,0,0,1,0.636363636364
11,CBJ,NYI,2015-10-20,0,0,1,0.666666666667
12,MTL,STL,2015-10-20,1,1,1,0.692307692308
13,BOS,PHI,2015-10-21,0,1,0,0.642857142857
14,BUF,TOR,2015-10-21,1,1,1,0.666666666667
15,COL,CAR,2015-10-21,0,1,0,0.625
16,EDM,DET,2015-10-21,1,1,1,0.647058823529
17,PIT,DAL,2015-10-22,0,0,1,0.666666666667
18,VAN,WSH,2015-10-22,0,1,0,0.631578947368
19,SJS,LAK,2015-10-22,0,0,1,0.65
20,OTT,NJD,2015-10-22,0,0,1,0.666666666667
21,MIN,CBJ,2015-10-22,1,0,0,0.636363636364
22,NSH,ANA,2015-10-22,1,1,1,0.652173913043
23,CHI,FLA,2015-10-22,1,0,0,0.625
24,NYR,ARI,2015-10-22,1,1,1,0.64
25,BUF,MTL,2015-10-23,0,1,0,0.615384615385
26,CGY,DET,2015-10-23,1,1,1,0.62962962963
27,EDM,WSH,2015-10-23,0,1,0,0.607142857143
28,LAK,CAR,2015-10-23,1,1,1,0.620689655172
29,NYI,BOS,2015-10-23,0,1,0,0.6
30,WPG,TBL,2015-10-23,0,1,0,0.58064516129
31,OTT,ARI,2015-10-24,0,1,0,0.5625
32,VAN,DET,2015-10-24,0,1,0,0.545454545455
33,STL,NYI,2015-10-24,0,1,0,0.529411764706
34,SJS,CAR,2015-10-24,1,1,1,0.542857142857
35,PHI,NYR,2015-10-24,1,1,1,0.555555555556
36,NSH,PIT,2015-10-24,0,0,1,0.567567567568
37,MTL,TOR,2015-10-24,1,1,1,0.578947368421
38,MIN,ANA,2015-10-24,1,1,1,0.589743589744
39,DAL,FLA,2015-10-24,0,1,0,0.575
40,COL,CBJ,2015-10-24,0,0,1,0.585365853659
41,CHI,TBL,2015-10-24,1,1,1,0.595238095238
42,BUF,NJD,2015-10-24,0,1,0,0.581395348837
43,EDM,LAK,2015-10-25,0,0,1,0.590909090909
44,NYR,CGY,2015-10-25,1,1,1,0.6
45,WPG,MIN,2015-10-25,1,1,1,0.608695652174
